product_task_assessment_id,product_id,product_ai_release_id,occupation_soc_code,canonical_task_set_version,canonical_task_id,task_scope_version,jurisdiction_code,product_date_assessed,product_configuration_assessed,product_task_mapping_basis,product_task_coverage,supported_case_scope,product_task_relationship,primary_user_role,acquire_product_autonomy_rating,interpret_product_autonomy_rating,decide_product_autonomy_rating,act_product_autonomy_rating,product_rating_rationale,protocol_version,product_assessment_status
pta_mim_sureplan_mrt_rad03,prod_mim_sureplan_mrt,rel_mim_sureplan_mrt_20241003,29-1224.00,pilot-1.0,RAD-03,scope-pilot-1.0,US,2026-08-19,"MIM SurePlan MRT current U.S. configuration with zero-click SPECT reconstruction, Contour ProtegeAI+ segmentation, curve fitting/integration, Monte Carlo dose calculation, and integrated reporting tools",vendor_explicit_task,bounded_substantive,"Modality: SPECT imaging datasets used for molecular-radiotherapy dosimetry within supported SurePlan MRT workflows. Population: patients receiving or being evaluated through a supported molecular-radiotherapy dosimetry workflow; no broader patient group is inferred. Jurisdiction: United States. Bounded configuration/case: current SurePlan MRT including zero-click reconstruction, Contour ProtegeAI+ segmentation, curve fitting/integration, K232862 Monte Carlo absorbed-dose calculation, user review, and integrated reporting tools; ratings do not cover choosing the radionuclide or prescribed activity, verifying all materials/instruments, or administering therapy.",occupation_worker_tool,"Nuclear-medicine physician, radiologist, or dosimetry professional",1,2,1,2,"SurePlan automatically receives imaging datasets and starts reconstruction, but does not obtain the broader patient history, laboratory results, radionuclide options, material status, or live patient state. It performs substantial reconstruction, segmentation, time-activity fitting, and absorbed-dose calculation, while users review the doses. The documentation does not show the product selecting the radionuclide, prescribed activity, or final treatment plan; it supplies decision information rather than making that decision. It automates substantial digital preparation and reporting, but clinicians still prescribe, verify materials/instruments, direct administration, and administer the radioisotope.",0.1,calibration_draft
pta_cydar_maps_rad02,prod_cydar_maps,rel_cydar_maps_20250409,29-1224.00,pilot-1.0,RAD-02,scope-pilot-1.0,US,2026-08-19,"Cydar EV Maps v6.0 endovascular workflow with AI CT segmentation, clinician-created preoperative maps, live fluoroscopy overlay, clinician-updated deformation map, and postoperative review",demonstrated_task_match,bounded_substantive,"Modality: preoperative CT combined with intraoperative fluoroscopy for supported image-guided endovascular procedures. Population: patients undergoing those endovascular procedures; FDA documentation includes interventional radiologists among intended clinical users. Jurisdiction: United States. Bounded configuration/case: Cydar EV Maps v6.0 for AI CT segmentation, clinician-created 3D planning, live overlay, clinician-updated deformation mapping, and postoperative review; ratings do not cover autonomous procedure selection, device control, clinical interpretation, or performance of the intervention.",occupation_worker_tool,Endovascular physician and procedural team,2,2,2,2,"Cydar imports preoperative CT, automatically segments relevant vascular anatomy, and uses live fluoroscopy during the procedure, which is a substantial subset of RAD-02 Acquire. It provides measurements, a 3D map, overlays, and deformation-aware guidance, while the IFU requires clinicians to verify patient identity, judge anatomy and map validity, edit segmentations, build the operative plan, and manually update the map. The physician selects the approach and performs the endovascular procedure; the system executes bounded digital planning/guidance and postoperative review. The prior occupation-transfer concern is materially reduced because FDA documentation explicitly lists interventional radiologists among target clinical users, although many public examples feature vascular surgeons.",0.1,calibration_draft
pta_mendaera_focalist_rad02,prod_mendaera_focalist,rel_mendaera_focalist_20250911,29-1224.00,pilot-1.0,RAD-02,scope-pilot-1.0,US,2026-08-19,"Focalist / Mendaera Guidance System K250524 limited U.S. release: compatible live 2D ultrasound, touchscreen target/guide selection, handheld robot establishing and maintaining trajectory, automatic trajectory overlay, and depth tracking",demonstrated_task_match,narrow_fragment,"Modality: compatible live 2D ultrasound for supported percutaneous needle procedures. Population: patients undergoing supported ultrasound-guided needle access; the documented initial clinical deployment is urology rather than interventional radiology. Jurisdiction: United States. Bounded configuration/case: Focalist/Mendaera Guidance System under K250524 in limited U.S. release, where the clinician selects the target and guide angle, the robot establishes and maintains a trajectory and displays the overlay/depth, and the user manually advances the needle; application to RAD-02 remains an occupation-transfer assessment and does not imply autonomous risk assessment, plan selection, needle advancement, or complication management.",occupation_worker_tool,Procedural physician,1,1,1,2,"Focalist displays live ultrasound and tracks the instrument, but the clinician obtains the patient and procedure context, positions the probe, identifies the target, and monitors anatomy. It translates the clinician's selected target/guide angle into a maintained trajectory and visual cues; it does not independently assess indication, risk, complication, or select the procedure plan. The robot performs a substantial bounded physical guidance/positioning function, but FDA documentation clarifies that the user manually advances the needle. The initial documented deployment is urology, so the RAD-02 mapping remains a functional occupation-transfer assessment rather than a demonstrated interventional-radiologist deployment.",0.1,needs_adjudication
pta_github_copilot_swd01,prod_github_copilot,rel_github_copilot_20250925,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"GitHub Copilot coding agent in GitHub: user-assigned issue, GitHub-hosted isolated environment, repository tools and Actions as allowed, draft pull-request workflow; no assumed auto-merge or production deployment.",vendor_explicit_task,bounded_substantive,"Well-scoped GitHub issue with goal and acceptance constraints, supported repository/language, isolated agent environment, and complete code/test/documentation change through draft pull request; production deployment and post-deployment operations excluded.",occupation_worker_tool,Software developer or repository maintainer,4,4,4,3,"For the supported issue-to-pull-request case, Copilot independently researches the repository, plans the change, edits code, runs tests/linters, and prepares the complete change after the user supplies the goal and reusable acceptance constraints. Supplying that goal does not prevent 4. Acquire, Interpret, and Decide therefore have no routine pre-effect human gate and are 4. GitHub deliberately ends the workflow at a draft pull request that the agent cannot approve or merge; the completed change is routinely reviewed/released by a human, so Act is 3. These scores are bounded to the documented issue-to-PR configuration and do not imply autonomous production operations.",0.1,calibration_draft
pta_anthropic_claude_code_swd01,prod_anthropic_claude_code,rel_anthropic_claude_code_20250224,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"Claude Code CLI in non-interactive print mode with repository, shell, edit, test, Git, and repository-defined deployment tools/credentials; permission prompts bypassed in a trusted isolated runner via --dangerously-skip-permissions.",vendor_explicit_task,bounded_substantive,Well-specified software change in a repository whose build/test/deployment commands and credentials are available to Claude Code in a trusted unattended runner; unresolved stakeholder negotiation and unsupported external systems excluded.,occupation_worker_tool,Software developer,4,4,4,4,"In the assessed unattended configuration, Claude Code can explore the repository, plan and implement a supported change, run tests and shell/CI or infrastructure commands, commit, and invoke an available deployment workflow without routine permission prompts. A human may supply the goal, repository access, credentials, and reusable constraints without lowering the score. The official non-interactive and bypass-permissions controls establish no routine pre-effect human gate for the supported case, so all four stages are 4. The result is configuration-specific: ordinary default permission mode or an organization-required review/merge step would produce lower product-design scores.",0.1,calibration_draft
pta_openai_codex_swd01,prod_openai_codex,rel_openai_codex_20250516,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"OpenAI Codex CLI codex exec in a trusted isolated runner with repository, terminal, tests, documentation, and repository-defined deployment tools/credentials; sandbox_mode=danger-full-access and approval_policy=never.",vendor_explicit_task,bounded_substantive,Well-specified software change in a repository whose build/test/deployment commands and credentials are available to Codex in a trusted unattended runner; unresolved stakeholder negotiation and unsupported external systems excluded.,occupation_worker_tool,Software developer,4,4,4,4,"Codex exec is explicitly designed for scripted or CI-style runs that finish without human interaction. With danger-full-access, approval_policy=never, and the repository's test/deployment tools and credentials available, Codex can inspect context, plan, edit/test, and commit or deploy a supported change without a routine substantive pre-effect human gate. Human goal-setting, access, credentials, and reusable constraints are permissible setup. All four stages are therefore 4 for this exact configuration; ordinary sandbox/approval settings or a mandatory organizational merge/release rule require a separate lower-rated row.",0.1,calibration_draft
pta_google_jules_swd01,prod_google_jules,rel_google_jules_20241211,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"Jules REST API session connected to a GitHub repository, requirePlanApproval omitted (plans auto-approved), automationMode=AUTO_CREATE_PR; no assumed PR merge, production deployment, or operations integration.",vendor_explicit_task,bounded_substantive,"Supported bug, feature, test, dependency, or documentation change in a connected GitHub repository, from task prompt through automatically created pull request; merge/deployment and production operations excluded.",occupation_worker_tool,Software developer or repository maintainer,4,4,4,3,"For the supported repository task, Jules clones the repository, installs dependencies, analyzes the code, creates and executes a plan, changes and tests the code, and automatically creates a pull request. In the assessed API configuration, plans are auto-approved because requirePlanApproval is omitted. A human supplying the task goal and repository is permissible setup, so Acquire, Interpret, and Decide are 4. AUTO_CREATE_PR stops at a pull request rather than merging/releasing it; that routine human release gate makes Act 3. The scores are bounded to repository changes supported by Jules, not autonomous production operations.",0.1,calibration_draft
pta_aws_amazon_q_developer_swd01,prod_aws_amazon_q_developer,rel_aws_amazon_q_developer_20231128,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"Amazon Q Developer for GitHub preview: development agent invoked from a GitHub issue by feature-development label or /q dev, plus documented code-review functions; resulting pull request is reviewed/merged by a human; no assumed production deployment authority.",vendor_explicit_task,bounded_substantive,"Supported GitHub issue for a feature or bug fix in an authorized repository, from issue/repository analysis through implemented/tested pull request; merge/deployment and production operations excluded.",occupation_worker_tool,Software developer or cloud engineer,4,4,4,3,"For a supported GitHub issue, Amazon Q's development agent reads the issue/repository, forms an implementation plan, implements and tests the change, and creates a pull request; the code-review agent can analyze quality/security automatically. User-supplied goal and repository access are allowed setup. No routine gate is documented before repository acquisition, interpretation, or the agent's implementation decisions, so those stages are 4. The product's documented endpoint is a pull request that must be accepted/merged before effect, making Act 3. This does not imply autonomous production deployment beyond the GitHub task.",0.1,calibration_draft
pta_replit_agent_swd01,prod_replit_agent,rel_replit_agent_202409,15-1252.00,pilot-1.0,SWD-01,scope-pilot-1.0,US,2026-08-19,"Replit Agent through the ChatGPT integration, one Replit App per conversation, natural-language create/update workflow, automatic generation and deployment/publishing, Plan mode not invoked.",vendor_explicit_task,broad_task,"One supported Replit-hosted app created or updated from a natural-language goal and optional files in a direct non-Plan-mode ChatGPT conversation, through automatic deployment/publishing; unsupported external infrastructure and long-term human organization processes excluded.",occupation_worker_tool,Software developer or application builder,4,4,4,4,"For a supported Replit App, the user supplies the goal and optional files, then Agent determines the setup, generates the functioning app, and deploys/publishes it automatically. Human goal-setting and reusable constraints do not prevent 4, and the direct ChatGPT integration documents no routine plan, interpretation, decision, or release gate. All four stages are therefore 4 for this one-app, Replit-hosted configuration. Plan mode is a materially different configuration with an approval gate and should be represented separately rather than averaged into this row.",0.1,calibration_draft
pta_hp_siteprint_can47203101,prod_hp_siteprint,rel_hp_siteprint_20230719,47-2031.00,pilot-1.0,CAN-47-2031-01,scope-pilot-1.0,US,2026-08-19,"HP SitePrint layout robot with supported CAD layout file, robotic total station, required control points, HP SitePrint cloud/tablet workflow, operator-selected print area and ink; operator maintains line of sight and handles setup, consumables, obstacles, and exceptions.",vendor_explicit_task,narrow_fragment,"Printing a pre-coordinated supported 2D CAD construction layout onto a prepared jobsite floor using established control points and robotic total station, with one trained operator; estimating, purchasing, staffing, scheduling, and non-layout planning excluded.",employer_deployed_automation,Layout operator or field coordinator,2,3,3,3,"Inside the supported CAD-to-floor layout case, humans materially prepare the CAD/control-point/total-station inputs, so Acquire is 2. SitePrint then completes coordinate registration/translation, local print-path and obstacle decisions, and physical printing, but a trained operator routinely selects the print area/ink, maintains line of sight, initiates work, services consumables, and handles obstacles. Interpret, Decide, and Act are therefore complete for the bounded case with routine technical supervision (3), not 4. The product remains bounded_substantive coverage of CAN-01; estimating, procurement, staffing, and scheduling are outside the case rather than reasons to lower these autonomy ratings.",0.1,calibration_draft
pta_dusty_fieldprint_platform_can47203101,prod_dusty_fieldprint_platform,rel_dusty_fieldprint_platform_20241010,47-2031.00,pilot-1.0,CAN-47-2031-01,scope-pilot-1.0,US,2026-08-19,"Dusty FieldPrint Platform with FP2 FieldPrinter, Portal-published coordinated BIM/CAD print file, total-station stationing/verification, iPad operator controls, and AI obstacle avoidance; one trained operator selects and runs the print.",vendor_explicit_task,narrow_fragment,"Printing a coordinated, Portal-published multi-trade BIM/CAD floor layout on a prepared supported jobsite using stationing/verification and one trained operator; estimating, procurement, staffing, scheduling, and non-layout planning excluded.",employer_deployed_automation,"Layout operator, carpenter, or field coordinator",2,3,3,3,"Inside the supported coordinated-model-to-floor layout case, trades/coordinators materially prepare and publish the model and an operator stations/verifies the system, so Acquire is 2. FieldPrint then completes model-to-site translation, route/obstacle/print decisions, and the physical multi-trade layout, but one operator routinely selects, starts, verifies, and supervises the run. Interpret, Decide, and Act are therefore 3. The non-layout planning endpoints remain outside this bounded_substantive case and are recorded as coverage limits, not autonomy penalties.",0.1,calibration_draft
pta_dusty_fieldprint_platform_can47203102,prod_dusty_fieldprint_platform,rel_dusty_fieldprint_platform_20241010,47-2031.00,pilot-1.0,CAN-47-2031-02,scope-pilot-1.0,US,2026-08-19,"Dusty FieldPrint Platform with FP2 FieldPrinter, Portal-published coordinated BIM/CAD print file, total-station stationing/verification, iPad operator controls, and AI obstacle avoidance; assessment is against CAN-02 permanent-component fabrication/installation, not CAN-01 planning.",demonstrated_task_match,narrow_fragment,"Printing coordinated dimensional/reference lines for a supported permanent-component installation on a prepared workface, with stationing/verification and one trained operator; physical fabrication, fastening, installation, inspection, repair, and replacement excluded and retained as narrow_fragment coverage.",employer_deployed_automation,"Layout operator, carpenter, or field coordinator",2,3,3,3,"This mapping is intentionally narrow_fragment coverage: the supported case is only the dimensional/reference-marking work episode that precedes component installation. Within that case, humans materially prepare/publish the coordinated model and station/verify the robot, so Acquire is 2. FieldPrint completes model-to-workface interpretation, local execution decisions, and physical marking with one operator routinely supervising, so Interpret, Decide, and Act are 3. Fabrication/installation is outside supported_case_scope and must remain visible in coverage rather than being used to lower autonomy inside the marking case.",0.1,calibration_draft
pta_canvas_1200cx_can47203104,prod_canvas_1200cx,rel_canvas_1200cx_20240710,47-2031.00,pilot-1.0,CAN-47-2031-04,scope-pilot-1.0,US,2026-08-19,"Canvas 1200CX worker-controlled drywall-finishing robot, Level 4/Level 5 supported interior drywall surfaces within 12-foot reach, self-drive/auto-position, robotic compound application and sanding, human setup, material preparation, operation, corner/complex work, and acceptance/rework.",vendor_explicit_task,bounded_substantive,"Robotic compound-application and sanding passes for supported Level 4/Level 5 interior drywall surfaces within 12-foot reach after required board/tape/corner/substrate preparation, with one trained operator; unsupported geometries, other finishes, and prep/repair excluded.",occupation_worker_tool,Drywall finisher or robot operator,2,3,3,3,"For the supported compound-application/sanding pass, the crew materially supplies prepared surfaces, material, target finish, and operator setup, so Acquire is 2. The 1200CX then completes surface-aligned robotic finishing decisions and the spray/sand action, but it is explicitly worker-controlled and operated/supervised throughout. Interpret, Decide, and Act are therefore 3 rather than 4. Board hanging, taping, corners, complex geometry, other finish types, and later acceptance/rework are outside the supported pass and remain coverage limits rather than autonomy deductions.",0.1,calibration_draft
pta_okibo_eg7_plus_can47203104,prod_okibo_eg7_plus,rel_okibo_eg7_plus_20251209,47-2031.00,pilot-1.0,CAN-47-2031-04,scope-pilot-1.0,US,2026-08-19,"Okibo EG7+ with onboard AI-guided 3D scanning and real-time modeling, battery/onboard pump or dust collector, documented autonomous sanding, painting/coating, and Level 4 drywall finishing up to 24 feet; human supplies job/finish requirements, materials, transport/setup, uncovered prep/finish work, and acceptance/rework.",vendor_explicit_task,bounded_substantive,"Autonomous scan/model and supported sanding, painting/coating, or Level 4 wall-finishing run on reachable interior/high-wall geometry up to 24 feet using onboard power and application/dust equipment; material loading, initial goal/finish selection, transport, rare exceptions, and unsupported prep/finish types excluded.",employer_deployed_automation,Finishing crew or robot operator,4,4,4,4,"Within the supported autonomous wall-finishing run, EG7+ scans and builds its own real-time 3D model, determines navigation/execution, and completes sanding, painting/coating, or Level 4 finishing without external references, site markers, BIM, Wi-Fi, or a routine operator approval/supervision gate. Human goal/finish selection, material loading, transport, and rare exceptions are permissible setup/exception handling. All four stages are therefore 4 for this exact case. Unsupported prep, finish types, and geometries remain bounded_substantive coverage limits. Availability is eligible, but conflicting website pre-order versus national-launch/deployment language remains flagged separately.",0.1,calibration_draft
pta_auar_microfactory_masterbuilder_can47203102,prod_auar_microfactory_masterbuilder,rel_auar_microfactory_masterbuilder_2025q4,47-2031.00,pilot-1.0,CAN-47-2031-02,scope-pilot-1.0,US,2026-08-19,"AUAR MasterBuilder plus MicroFactory service: customer-approved plans/specifications as inputs, automated framing design/quantities/production data, AUAR-operated robotic panel production and quality control, panels delivered for installation by existing framing crews.",independent_deployment_match,bounded_substantive,"After customer onboarding, convert an approved supported house design/specification into code-aligned framing data, take-offs, production sequence, and a MicroFactory-produced install-ready wall/floor/roof panel pack; structural engineering and site installation excluded.",employer_deployed_automation,Design and factory operations team,4,4,IE,3,"After one-time customer onboarding, the supported case begins with an approved house design/specification. MasterBuilder automatically converts that input into code-aligned framing data, quantities/costs, and production-ready data without manual re-detailing, supporting Acquire 4 and Interpret 4 for the bounded case. AUAR documents automated production scheduling and sequencing, but also states that an AUAR operator runs and manages production and quality control; the evidence does not establish whether each production plan is committed without routine operator approval, so Decide is IE. The operator-supervised completion of the install-ready panel pack remains Act 3. Structural engineering and site installation are excluded.",0.1,calibration_draft
pta_procore_ai_can47203101,prod_procore_ai,rel_procore_ai_20241120,47-2031.00,pilot-1.0,CAN-47-2031-01,scope-pilot-1.0,US,2026-08-19,"Current Procore AI experience/Copilot and generally available agents using authorized Procore project data; retrieval may answer directly, while any creation or change is staged as a draft and requires user review/approval before application.",vendor_explicit_task,narrow_fragment,"Retrieve and cross-reference authorized records in a populated Procore project and produce a supported draft RFI, submittal, log, or project-data change for user review; physical layout, estimating, procurement, staffing, and field execution excluded.",mixed,"Project manager, field professional, or trade coordinator",4,3,3,3,"For the supported Procore-record workflow, AI retrieves and cross-references authorized project data without a routine approval gate, so Acquire is 4. It then produces a complete interpretation/recommendation and supported draft RFI, submittal, log, or project-data change, but governing documentation requires the user to review/approve before any change is applied. Interpret, Decide, and Act are therefore 3, not 4. This remains narrow_fragment coverage of CAN-01; physical layout, estimating, procurement, staffing, scheduling, and field execution are outside the case. Governing support documentation controls over broader marketing claims about agents taking action.",0.1,calibration_draft
pta_openspace_bim_plus_can47203101,prod_openspace_bim_plus,rel_openspace_bim_plus_20240201,47-2031.00,pilot-1.0,CAN-47-2031-01,scope-pilot-1.0,US,2026-08-19,"OpenSpace Capture plus BIM+ using a human-worn 360 camera/site walk, uploaded plans and selected start point, AI timestamping/location/alignment/stitching and 3D reconstruction, BIM Compare/progress views; users create notes/RFIs/observations/punch items and make coordination decisions.",vendor_explicit_task,bounded_substantive,"Convert a human-captured 360-degree walk of a supported project with uploaded plan/start point into an automatically mapped, timestamped visual record aligned for BIM/progress comparison; discrepancy decisions and user-authored RFIs/observations excluded.",occupation_worker_tool,Field or VDC professional,2,4,1,4,"In the supported capture-to-mapped-record case, a human must physically carry the 360 camera through the site and select the plan/start point, while AI handles organization; the human contribution makes Acquire 2. OpenSpace then automatically timestamps, locates, stitches/maps the imagery, reconstructs the space, and aligns it for BIM/progress comparison without a routine approval gate, supporting Interpret 4 and Act 4 for creation/presentation of the mapped visual record. The product presents comparison evidence rather than selecting a coordination response, so Decide is 1. User-authored RFIs/observations and broader planning are outside this bounded case.",0.1,calibration_draft
pta_aurora_driver_freight_trk01,prod_aurora_driver_freight,rel_aurora_driver_freight_20250501,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Aurora Driver for Freight commercial Level 4 configuration on supported U.S. freight lanes, including Dallas-Houston; no human driving fallback, onboard fallback/minimal-risk behavior, and Aurora command-center supervisory guidance/roadside support; terminal freight handling and carrier operations remain external.",independent_deployment_match,bounded_substantive,"Terminal-to-terminal transport of a released, loaded Class 8 truck on an Aurora-supported mapped U.S. lane and operating conditions, including autonomous fallback/minimal-risk response; loading, securement, coupling, terminal paperwork, unloading, and off-vehicle maintenance excluded.",employer_deployed_automation,Fleet operator and remote operations team,4,4,4,4,"Within the supported terminal-to-terminal transport leg, Aurora Driver continuously acquires multimodal road/vehicle state, interprets it, plans and commits driving behavior, and operates the truck through fallback/minimal-risk behavior without a human driving fallback or routine pre-effect approval. The person moved into the driver's seat at PACCAR's request is expressly an observer and does not operate the truck; command-center guidance is exception support, not remote driving. All four stages are 4 for this mapped-lane ODD. Loading, securement, coupling, paperwork, unloading, and off-vehicle maintenance remain bounded coverage exclusions and do not reduce the transport-leg autonomy scores.",0.1,calibration_draft
pta_kodiak_driver_trk01,prod_kodiak_driver,rel_kodiak_driver_20241218,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Kodiak Driver on Atlas Energy Solutions customer-owned heavy trucks in the Permian Basin: geofenced industrial routes from Dune Express/load-out points to wellsites, no person in the cab, remote operations/support, with Atlas load-out/mining/logistics systems outside the Kodiak Driver product boundary.",independent_deployment_match,bounded_substantive,"Driverless transport of a released, fully loaded frac-sand truck on a supported Permian Basin industrial/private route from load-out to wellsite, with Assisted Autonomy available for defined low-speed scenarios and the frequency of remote intervention not established; loading, cargo preparation, unloading, documents, and field service excluded.",employer_deployed_automation,Fleet operator and remote operations team,IE,IE,IE,IE,"Kodiak documents commercial transport with no person in the cab, but that fact does not establish absence of substantive remote human intervention. Official product and SEC materials state that Assisted Autonomy is currently used in Permian operations, allows remote CDL drivers to review sensor feeds and control trucks in defined low-speed scenarios, and that software reduced rather than eliminated remote support. The sources do not establish whether remote intervention is a rare exception or a routine gate for the supported route. Therefore Acquire, Interpret, Decide, and Act are IE pending frequency and workflow evidence; the loading, cargo, documentation, unloading, and field-service exclusions remain coverage limits.",0.1,needs_adjudication
pta_waabi_driver_trk01,prod_waabi_driver,rel_waabi_driver_20230921,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Waabi Driver in the externally released Uber Freight Dallas-Houston commercial-load configuration, paired with Uber Freight load matching/orchestration; assessed configuration retains human fleet/terminal functions and does not assume a public-road no-driver configuration absent explicit release evidence.",vendor_explicit_task,bounded_substantive,"Autonomous driving of a released, loaded Class 8 truck on the documented Dallas-Houston Uber Freight commercial lane with an onboard safety driver routinely supervising; load booking, loading/securement, trailer handoff, payment, maintenance, and unloading excluded.",employer_deployed_automation,"Fleet operator, safety operator, and remote support",3,3,3,3,"Inside the documented Dallas-Houston commercial driving leg, Waabi Driver's integrated sensors/compute acquire road state, interpret it, make driving decisions, and operate the truck. However, the externally released public-road configuration was reported with an onboard safety/backup driver routinely supervising and able to take control. The system therefore completes each supported driving stage with routine technical supervision: 3/3/3/3. Later feature-complete claims and a closed-course no-human demonstration do not establish an externally released no-driver public-road configuration by the assessment date. Freight booking, handling, and maintenance are coverage exclusions, not rating deductions.",0.1,calibration_draft
pta_volvo_vnl_autonomous_trk01,prod_volvo_vnl_autonomous,rel_volvo_vnl_autonomous_20241211,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Volvo VNL Autonomous powered by the Aurora Driver in the documented DHL Supply Chain Texas deployment on Dallas-Houston and Fort Worth-El Paso lanes, with a safety driver present to monitor and ensure integration; shared Aurora Driver system lineage retained.",vendor_explicit_task,bounded_substantive,"Autonomous driving of a released, loaded Volvo VNL Autonomous on the documented DHL Texas lanes with an onboard safety driver routinely monitoring; terminal cargo work, securement, documents, unloading, and maintenance excluded. Aurora Driver lineage is shared, not independent.",employer_deployed_automation,"Fleet operator, safety driver, and remote support",3,3,3,3,"Within the documented DHL Texas driving leg, the Volvo VNL Autonomous plus Aurora Driver acquires road state, interprets it, makes driving decisions, and operates the truck. Volvo expressly retains a safety driver to monitor performance and ensure operational integration, making routine technical supervision part of all four supported driving stages. The scores are therefore 3/3/3/3, not 4. Cargo/terminal work is outside supported_case_scope. This row shares Aurora Driver lineage and is a distinct supervised Volvo/DHL configuration, not independent autonomy technology evidence.",0.1,calibration_draft
pta_gatik_driver_class7_trk01,prod_gatik_driver_class7,rel_gatik_driver_class7_20230906,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Gatik Driver on Class 7 temperature-controlled box trucks in the documented Tyson Foods Northwest Arkansas plant-to-storage deployment, predetermined repeated short-haul routes, 18-hour operation, with an onboard safety driver initially present; do not substitute later generic Gatik driverless deployments for this exact refrigerated configuration.",vendor_explicit_task,bounded_substantive,"Autonomous driving of a released, loaded refrigerated Class 7 box truck on the documented repeated Tyson plant-to-storage routes, with an onboard safety driver routinely supervising in the last explicit configuration; loading, temperature/cargo preparation, documents, unloading, and maintenance excluded.",employer_deployed_automation,"Fleet operator, safety driver, and remote support",3,3,3,3,"Within the documented Tyson plant-to-storage driving leg, Gatik's system acquires the route environment, interprets it, makes driving decisions, and operates the Class 7 truck. The exact launch configuration explicitly retains an onboard safety driver to monitor and take control if required, so each supported stage is complete under routine technical supervision: 3/3/3/3. Loading, refrigerated-cargo preparation, documents, unloading, and maintenance are outside the bounded driving case. Later generic Gatik driverless claims are not silently substituted for this exact configuration.",0.1,calibration_draft
pta_einride_autonomous_faas_trk01,prod_einride_autonomous_faas,rel_einride_autonomous_faas_20231113,53-3032.00,pilot-1.0,TRK-01,scope-pilot-1.0,US,2026-08-19,"Einride autonomous vehicle/Freight Capacity as a Service in the named GE Appliances Selmer, Tennessee deployment: daily unmanned factory-to-warehouse shuttle, TaskWatch dock automation and Slip autonomous loading/unloading as actually integrated, private network, and onsite remote operator monitoring.",independent_deployment_match,bounded_substantive,"Integrated supported GE Appliances Selmer flow in which TaskWatch automates the dock, Slip loads/unloads, and an unmanned Einride vehicle shuttles finished goods factory-to-warehouse on the fixed route, with an onsite remote operator routinely monitoring; upstream production, paperwork, maintenance, and unusual exceptions excluded.",employer_deployed_automation,Fleet operator and remote operations team,3,3,3,3,"Within the named GE Appliances integrated shuttle case, TaskWatch cameras/dock controls, Slip loading/unloading, and the unmanned Einride vehicle together acquire readiness state, interpret it, coordinate/decide machine actions, and complete the factory-to-warehouse flow. The configuration is actually deployed rather than hypothetically assembled. An onsite remote operator routinely monitors the vehicle through the private network, so every supported stage is complete with technical supervision: 3/3/3/3. Upstream production, paperwork, maintenance, and unusual exceptions are outside the case; the scores must not be generalized beyond the fixed Selmer ODD.",0.1,calibration_draft
pta_intuit_turbotax_assist_acc04,prod_intuit_turbotax_assist,rel_intuit_turbotax_assist_20230906,13-2011.00,pilot-1.0,ACC-04,scope-pilot-1.0,US,2026-08-19,"TurboTax Online Do It Yourself for tax year 2025 (U.S.) with Intuit Assist, supported document import/autofill, personalized checklist, deductions/credits analysis and CompleteCheck, as of 2026-08-19",vendor_explicit_task,bounded_substantive,"A supported tax-year-2025 U.S. individual Do It Yourself return using common imported or uploaded documents and TurboTax-supported personal tax situations; excludes entity and business returns, unsupported facts or forms, and Expert Full Service preparation and filing.",customer_self_service,Individual taxpayer,2,3,3,3,"For a supported U.S. individual return, TurboTax imports or reads common documents, carries forward prior data, asks life/tax questions, applies tax rules, searches deductions and credits, calculates the return and runs completeness/error checks. Acquire is 2 because the taxpayer still supplies documents, identity/status and answers. Interpret and Decide are 3 because the software produces a complete proposed tax treatment and calculated outcome for supported cases, but the taxpayer confirms facts, resolves prompts and reviews the result. Act is 3 because TurboTax prepares and checks the complete return, but the taxpayer must pay and explicitly submit/e-file; the DIY configuration does not sign or file without that release gate.",0.1,calibration_draft

