product_design_evidence_id,product_task_assessment_id,aida_stage,evidence_role,product_configuration_documented,product_design_evidence_type,product_design_evidence_url,source_publication_date,source_access_date,evidence_summary,supported_product_autonomy_rating,documented_human_gate,evidence_strength,source_conflict_flag,supports_final_rating,reviewer_id,review_date
pde_pta_xero_xero_accounting_acc01_acquire_01,pta_xero_xero_accounting_acc01,acquire,stage_authority,"Xero U.S. Growing-or-higher plan with JAX automatic bank reconciliation enabled for connected bank accounts, using Rule, Match, Memory and Prediction methods, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/accounting-software/reconcile-bank-transactions/,,2026-08-19,"After bank accounts are connected, new statement lines arrive in Xero and enter the JAX reconciliation workflow without per-line human collection.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc01_interpret_01,pta_xero_xero_accounting_acc01,interpret,stage_authority,"Xero U.S. Growing-or-higher plan with JAX automatic bank reconciliation enabled for connected bank accounts, using Rule, Match, Memory and Prediction methods, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/accounting-software/reconcile-bank-transactions/,,2026-08-19,JAX categorizes and matches transactions using four documented methods and separates high-confidence cases from uncertain suggestions.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc01_decide_01,pta_xero_xero_accounting_acc01,decide,stage_authority,"Xero U.S. Growing-or-higher plan with JAX automatic bank reconciliation enabled for connected bank accounts, using Rule, Match, Memory and Prediction methods, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/accounting-software/reconcile-bank-transactions/,,2026-08-19,"When highly confident, JAX goes ahead with the match; only uncertain cases are suggestions for which the user has the final say.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc01_act_01,pta_xero_xero_accounting_acc01,act,stage_authority,"Xero U.S. Growing-or-higher plan with JAX automatic bank reconciliation enabled for connected bank accounts, using Rule, Match, Memory and Prediction methods, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/accounting-software/reconcile-bank-transactions/,,2026-08-19,"JAX automatically reconciles high-confidence transactions and the user can double-check or adjust afterward, establishing execution before routine review in the supported case.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc03_acquire_01,pta_xero_xero_accounting_acc03,acquire,stage_authority,"Xero U.S. with current JAX chat and financial-insights experience using permissioned live Xero data and real-time public information, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/ai-in-accounting/jax/,,2026-08-19,"On a user question, JAX uses the user's permissioned Xero business data plus real-time public information; the user need not manually assemble those connected sources for the supported query.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc03_interpret_01,pta_xero_xero_accounting_acc03,interpret,stage_authority,"Xero U.S. with current JAX chat and financial-insights experience using permissioned live Xero data and real-time public information, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/ai-in-accounting/jax/,,2026-08-19,"JAX returns instant financial answers, charts and tables, surfaces trends, and explains the business-performance story directly to the user.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc03_decide_01,pta_xero_xero_accounting_acc03,decide,stage_authority,"Xero U.S. with current JAX chat and financial-insights experience using permissioned live Xero data and real-time public information, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/ai-in-accounting/jax/,,2026-08-19,The product offers ideas and strategic decision support so the user can make confident decisions; it does not select the business objective or final course of action.,2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_xero_xero_accounting_acc03_act_01,pta_xero_xero_accounting_acc03,act,stage_authority,"Xero U.S. with current JAX chat and financial-insights experience using permissioned live Xero data and real-time public information, as of 2026-08-19",detailed_product_page,https://www.xero.com/us/ai-in-accounting/jax/,,2026-08-19,"JAX directly prepares and communicates the requested financial answer, visualization, trend explanation or coaching output; the supported Act endpoint is the management analysis/advice artifact, not implementation of the business recommendation.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc01_acquire_01,pta_floqast_accounting_transformation_platform_acc01,acquire,stage_authority,"FloQast Accounting Transformation Platform with Reconciliation Automation, connected ERP/bank/upstream feeds, AI Transaction Matching, and business-defined low-risk auto-certification thresholds, as of 2026-08-19",detailed_product_page,https://www.floqast.com/lp/ai-powered-reconciliation-automation-software,,2026-08-19,"FloQast connects to ERP, bank, credit-card, AP, payroll and other upstream systems; AI agents consolidate and transform multisource data with no manual prep in the documented workflow.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc01_interpret_01,pta_floqast_accounting_transformation_platform_acc01,interpret,stage_authority,"FloQast Accounting Transformation Platform with Reconciliation Automation, connected ERP/bank/upstream feeds, AI Transaction Matching, and business-defined low-risk auto-certification thresholds, as of 2026-08-19",detailed_product_page,https://www.floqast.com/lp/ai-powered-reconciliation-automation-software,,2026-08-19,AI rules reconcile and match up to 98% of transactions and automatically distinguish low-risk matches from exceptions requiring attention.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc01_decide_01,pta_floqast_accounting_transformation_platform_acc01,decide,stage_authority,"FloQast Accounting Transformation Platform with Reconciliation Automation, connected ERP/bank/upstream feeds, AI Transaction Matching, and business-defined low-risk auto-certification thresholds, as of 2026-08-19",detailed_product_page,https://www.floqast.com/lp/ai-powered-reconciliation-automation-software,,2026-08-19,"Within preconfigured materiality and tolerance thresholds, the system determines that a low-risk reconciliation qualifies for automatic certification and routes exceptions elsewhere.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc01_act_01,pta_floqast_accounting_transformation_platform_acc01,act,stage_authority,"FloQast Accounting Transformation Platform with Reconciliation Automation, connected ERP/bank/upstream feeds, AI Transaction Matching, and business-defined low-risk auto-certification thresholds, as of 2026-08-19",detailed_product_page,https://www.floqast.com/lp/ai-powered-reconciliation-automation-software,,2026-08-19,"The documented workflow lets low-risk tasks run on autopilot and auto-certifies reconciliations within business-defined thresholds, completing the supported reconciliation without per-instance approval.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc01_act_02,pta_floqast_accounting_transformation_platform_acc01,act,human_gate,"FloQast Accounting Transformation Platform with Reconciliation Automation, connected ERP/bank/upstream feeds, AI Transaction Matching, and business-defined low-risk auto-certification thresholds, as of 2026-08-19",detailed_product_page,https://www.floqast.com/,,2026-08-19,"FloQast states that nothing hits the books without human approval. The Act=4 therefore covers auto-certifying a no-adjustment reconciliation, not posting an adjusting journal or releasing broader close entries.",4,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc02_acquire_01,pta_floqast_accounting_transformation_platform_acc02,acquire,stage_authority,"FloQast AI Testing beta with embedded test sheets and AI evidence annotation/pass-fail workflow, as externally offered on 2026-08-19",detailed_product_page,https://www.floqast.com/connected-compliance/products/ai-testing,,2026-08-19,"The product reads and annotates supporting documents inside embedded test sheets, but the page does not show it independently defining the engagement, selecting the evidence population, or obtaining interviews and observations.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc02_interpret_01,pta_floqast_accounting_transformation_platform_acc02,interpret,stage_authority,"FloQast AI Testing beta with embedded test sheets and AI evidence annotation/pass-fail workflow, as externally offered on 2026-08-19",detailed_product_page,https://www.floqast.com/connected-compliance/products/ai-testing,,2026-08-19,"AI performs the first pass of testing and automatically applies pass/fail conclusions for each attribute; auditors are described as strategic reviewers, making review a routine part of the workflow.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc02_decide_01,pta_floqast_accounting_transformation_platform_acc02,decide,stage_authority,"FloQast AI Testing beta with embedded test sheets and AI evidence annotation/pass-fail workflow, as externally offered on 2026-08-19",detailed_product_page,https://www.floqast.com/connected-compliance/products/ai-testing,,2026-08-19,"The page documents attribute-level first-pass conclusions and review notes, not autonomous scope changes, significance judgments, overall assurance conclusions, or recommendations.",1,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_floqast_accounting_transformation_platform_acc02_act_01,pta_floqast_accounting_transformation_platform_acc02,act,stage_authority,"FloQast AI Testing beta with embedded test sheets and AI evidence annotation/pass-fail workflow, as externally offered on 2026-08-19",detailed_product_page,https://www.floqast.com/connected-compliance/products/ai-testing,,2026-08-19,"The product fills embedded test sheets with annotations and first-pass attribute conclusions and supports review notes, but the auditor completes the defensible workpaper conclusion and engagement reporting.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_mindbridge_ai_platform_acc02_acquire_01,pta_mindbridge_ai_platform_acc02,acquire,stage_authority,"MindBridge AI Platform with current Transaction Risk Analytics/general-ledger and subledger analyses, configured library/control points and review workflow, as of 2026-08-19",manual,https://support.mindbridge.ai/hc/en-us/articles/360058198913-Analysis-types-available-in-MindBridge,2026-07-29,2026-08-19,"Auditors import general-ledger, opening/closing-balance and account-mapping files; MindBridge detects and suggests mappings, but users must verify mappings before analysis.",2,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_mindbridge_ai_platform_acc02_interpret_01,pta_mindbridge_ai_platform_acc02,interpret,stage_authority,"MindBridge AI Platform with current Transaction Risk Analytics/general-ledger and subledger analyses, configured library/control points and review workflow, as of 2026-08-19",detailed_product_page,https://www.mindbridge.ai/platform/,,2026-08-19,"The platform applies statistical models, rules and unsupervised learning across the full transaction population to produce risk scores, anomalies and explainable insights; those outputs support rather than replace professional investigation and judgment.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_mindbridge_ai_platform_acc02_decide_01,pta_mindbridge_ai_platform_acc02,decide,stage_authority,"MindBridge AI Platform with current Transaction Risk Analytics/general-ledger and subledger analyses, configured library/control points and review workflow, as of 2026-08-19",release_notes,https://www.mindbridge.ai/news/mindbridge-expands-audit-assurance-platform-to-improve-audit-quality-efficiency-and-risk-assessment/,2026-06-08,2026-08-19,"Risk assessment, granular account/assertion signals and risk-based sampling support prioritization, while the release explicitly reserves more time for auditors' professional judgment.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_mindbridge_ai_platform_acc02_act_01,pta_mindbridge_ai_platform_acc02,act,stage_authority,"MindBridge AI Platform with current Transaction Risk Analytics/general-ledger and subledger analyses, configured library/control points and review workflow, as of 2026-08-19",manual,https://support.mindbridge.ai/hc/en-us/articles/40587157467671-Subledger-analysis-overview,2026-06-09,2026-08-19,"Users review dashboards, investigate entry detail, export results and use them to support audit procedures; the documentation does not show the product completing procedures or issuing the engagement report.",1,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_blackline_journals_risk_analyser_acc02_acquire_01,pta_blackline_journals_risk_analyser_acc02,acquire,stage_authority,"BlackLine Journals Risk Analyser with Verity AI, connected to the organization's journal population across ERP systems, as of 2026-08-19",detailed_product_page,https://www.blackline.com/products/financial-close/journals-risk-analyser/,,2026-08-19,"The product centralizes visibility over the journal-entry population across systems, but the current page does not establish autonomous acquisition of the engagement's non-journal evidence, criteria, interviews, or observations.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_blackline_journals_risk_analyser_acc02_interpret_01,pta_blackline_journals_risk_analyser_acc02,interpret,stage_authority,"BlackLine Journals Risk Analyser with Verity AI, connected to the organization's journal population across ERP systems, as of 2026-08-19",release_notes,https://www.blackline.com/about/press-releases/2024/blackline-announces-ai-powered-innovation-for-analyzing-journal-entries/,2024-04-11,2026-08-19,"The system evaluates journal entries across ERPs and produces trends, anomaly detection, KPI views, and fraud/compliance-risk flags, materially supporting but not completing the audit interpretation.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_blackline_journals_risk_analyser_acc02_decide_01,pta_blackline_journals_risk_analyser_acc02,decide,stage_authority,"BlackLine Journals Risk Analyser with Verity AI, connected to the organization's journal population across ERP systems, as of 2026-08-19",faq_technical_brief,https://www.blackline.com/campaign/fc/plb/,,2026-08-19,BlackLine states that AI insights are suggested recommendations and that final analysis and approval are always in human hands.,1,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_blackline_journals_risk_analyser_acc02_act_01,pta_blackline_journals_risk_analyser_acc02,act,stage_authority,"BlackLine Journals Risk Analyser with Verity AI, connected to the organization's journal population across ERP systems, as of 2026-08-19",faq_technical_brief,https://www.blackline.com/campaign/fc/plb/,,2026-08-19,"The workflow provides visibility, dashboards and flagged entries for further review; BlackLine says final documentation is always human, and no autonomous audit report or remediation is documented.",1,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc01_acquire_01,pta_workiva_platform_acc01,acquire,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware document/spreadsheet/presentation companions and connected SEC-reporting workflow, as of 2026-08-19",detailed_product_page,https://www.workiva.com/solutions/sec-reporting,,2026-08-19,"Workiva pulls structured and unstructured data into one controlled platform and maintains end-to-end lineage, while users configure links, permissions and the reporting workspace.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc01_interpret_01,pta_workiva_platform_acc01,interpret,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware document/spreadsheet/presentation companions and connected SEC-reporting workflow, as of 2026-08-19",detailed_product_page,https://www.workiva.com/solutions/sec-reporting,,2026-08-19,"Workiva AI can analyze debt agreements, extract disclosure terms, summarize MD&A and craft narratives from financial tables; the platform's AI policy requires human review of every response.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc01_decide_01,pta_workiva_platform_acc01,decide,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware document/spreadsheet/presentation companions and connected SEC-reporting workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/28747732094356-Workiva-s-approach-to-Generative-AI,2025-08-27,2026-08-19,"Workiva emphasizes active user engagement, subject-matter expertise and human oversight; the AI assists analysis and drafting but does not exercise final reporting judgment.",2,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc01_act_01,pta_workiva_platform_acc01,act,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware document/spreadsheet/presentation companions and connected SEC-reporting workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/28747732094356-Workiva-s-approach-to-Generative-AI,2025-08-27,2026-08-19,"Workiva AI never alters documents without direct involvement and explicit approval; the user may add, modify, or discard a complete generated narrative.",3,routine_review_or_approval,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc02_acquire_01,pta_workiva_platform_acc02,acquire,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware file reference, intelligent search and controlled GRC/audit documentation workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/31114539756436-Use-Intelligent-Search,2025-05-09,2026-08-19,Intelligent Search discovers permissioned files and Workiva AI can act on selected Workiva Documents and PDFs; people configure access and choose the relevant result or reference.,2,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc02_interpret_01,pta_workiva_platform_acc02,interpret,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware file reference, intelligent search and controlled GRC/audit documentation workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/19163862687764-Introduction-to-Workiva-Generative-AI,2025-09-10,2026-08-19,"Workiva AI references current files to summarize complex content, extract data and generate new content, but official oversight guidance requires review of every response.",3,routine_review_or_approval,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc02_decide_01,pta_workiva_platform_acc02,decide,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware file reference, intelligent search and controlled GRC/audit documentation workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/28747732094356-Workiva-s-approach-to-Generative-AI,2025-08-27,2026-08-19,"The product is designed to augment subject-matter expertise; it does not autonomously establish audit scope, significance, overall assurance conclusions or recommendations.",2,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_workiva_platform_acc02_act_01,pta_workiva_platform_acc02,act,stage_authority,"Workiva Platform with Workiva AI enabled, context-aware file reference, intelligent search and controlled GRC/audit documentation workflow, as of 2026-08-19",manual,https://support.workiva.com/hc/en-us/articles/28747732094356-Workiva-s-approach-to-Generative-AI,2025-08-27,2026-08-19,"A generated audit/GRC draft can be complete, but Workiva AI never alters a controlled document without direct user involvement and explicit approval.",3,routine_review_or_approval,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_caseware_aida_acc02_acquire_01,pta_caseware_aida_acc02,acquire,stage_authority,"Caseware Cloud Audit workflow with current AiDA Enhanced mode, linked document summaries, Analytical Review Assistant and contextual guidance, as of 2026-08-19",detailed_product_page,https://www.caseware.com/ca/products/aida,,2026-08-19,"AiDA pulls key details from PDFs and links each summary point to source text, but staff select and open the engagement document and are expected to confirm the evidence.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_caseware_aida_acc02_interpret_01,pta_caseware_aida_acc02,interpret,stage_authority,"Caseware Cloud Audit workflow with current AiDA Enhanced mode, linked document summaries, Analytical Review Assistant and contextual guidance, as of 2026-08-19",detailed_product_page,https://www.caseware.com/ca/products/aida,,2026-08-19,"The Analytical Review Assistant explains charts, flags trends and anomalies, and drafts a narrative for follow-up; staff and reviewers confirm evidence before writing conclusions.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_caseware_aida_acc02_decide_01,pta_caseware_aida_acc02,decide,stage_authority,"Caseware Cloud Audit workflow with current AiDA Enhanced mode, linked document summaries, Analytical Review Assistant and contextual guidance, as of 2026-08-19",manual,https://www.caseware.com/docs/en/cloud/caseware-aida/get-started/get-started-with-aida,,2026-08-19,"AiDA can brainstorm procedures and common risks for consideration, but the documentation leaves selection of relevant risks, procedures and conclusions to the auditor.",1,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_caseware_aida_acc02_act_01,pta_caseware_aida_acc02,act,stage_authority,"Caseware Cloud Audit workflow with current AiDA Enhanced mode, linked document summaries, Analytical Review Assistant and contextual guidance, as of 2026-08-19",manual,https://www.caseware.com/docs/en/cloud/caseware-aida/get-started/get-started-with-aida,,2026-08-19,"To retain AiDA output, the user copies it from the chat and pastes it into a chosen document; the product does not itself complete or issue the engagement workpaper/report.",2,human_materially_completes,P1_governing_documentation,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_datasnipper_documine_acc02_acquire_01,pta_datasnipper_documine_acc02,acquire,stage_authority,"DataSnipper DocuMine in Excel with current multi-document question answering, Question Bank and Snips approval workflow, as of 2026-08-19",detailed_product_page,https://www.datasnipper.com/product/documine,,2026-08-19,"DocuMine searches multiple supplied documents and returns precise answers with references, but its explicit workflow requires the user to review and approve the evidence before use.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_datasnipper_documine_acc02_interpret_01,pta_datasnipper_documine_acc02,interpret,stage_authority,"DataSnipper DocuMine in Excel with current multi-document question answering, Question Bank and Snips approval workflow, as of 2026-08-19",detailed_product_page,https://www.datasnipper.com/product/documine,,2026-08-19,"The product performs qualitative multi-document analysis and proposes contextual answers, while the user validates source references and approves or rejects each answer using professional judgment.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_datasnipper_documine_acc02_decide_01,pta_datasnipper_documine_acc02,decide,stage_authority,"DataSnipper DocuMine in Excel with current multi-document question answering, Question Bank and Snips approval workflow, as of 2026-08-19",detailed_product_page,https://www.datasnipper.com/,,2026-08-19,"DataSnipper describes agents as doing the legwork while the team reviews, approves and makes the call; DocuMine does not set audit scope, significance, or the overall assurance conclusion.",1,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_datasnipper_documine_acc02_act_01,pta_datasnipper_documine_acc02,act,stage_authority,"DataSnipper DocuMine in Excel with current multi-document question answering, Question Bank and Snips approval workflow, as of 2026-08-19",detailed_product_page,https://www.datasnipper.com/product/documine,,2026-08-19,"After approval, Snips place traceable supporting evidence in Excel and users can refine the answer; humans still complete and issue the workpaper or report.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_vena_copilot_fpa_acc03_acquire_01,pta_vena_copilot_fpa_acc03,acquire,stage_authority,"Vena Copilot Spring 2026 configuration with generally available Planning Agent in Excel, Reporting Agent and Analytics Agent over the connected Vena model, as of 2026-08-19",release_notes,https://www.venasolutions.com/product-release/fy27/spring/customer,,2026-08-19,The Planning and Reporting Agents work inside Excel against the governed Vena model and return requested planning/reporting data without formulas or manual mappings after the user prompt.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_vena_copilot_fpa_acc03_interpret_01,pta_vena_copilot_fpa_acc03,interpret,stage_authority,"Vena Copilot Spring 2026 configuration with generally available Planning Agent in Excel, Reporting Agent and Analytics Agent over the connected Vena model, as of 2026-08-19",detailed_product_page,https://www.venasolutions.com/blog/vena-copilot-ai-agents,2026-05-13,2026-08-19,"The Analytics Agent identifies trends, explains variances and delivers actionable insights; the Reporting Agent creates analysis-ready reports directly from connected data.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_vena_copilot_fpa_acc03_decide_01,pta_vena_copilot_fpa_acc03,decide,stage_authority,"Vena Copilot Spring 2026 configuration with generally available Planning Agent in Excel, Reporting Agent and Analytics Agent over the connected Vena model, as of 2026-08-19",release_notes,https://www.venasolutions.com/fall-25-product-release-vena,,2026-08-19,"The documented example requires the user to specify the planning objective, historical basis, seasonality and growth assumption; the agent calculates the forecast but the human materially selects assumptions and approves organizational choices.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_vena_copilot_fpa_acc03_act_01,pta_vena_copilot_fpa_acc03,act,stage_authority,"Vena Copilot Spring 2026 configuration with generally available Planning Agent in Excel, Reporting Agent and Analytics Agent over the connected Vena model, as of 2026-08-19",release_notes,https://www.venasolutions.com/product-release/fy27/spring/customer,,2026-08-19,"The Planning Agent turns one natural-language prompt into a fully built dynamic driver-based budget, forecast, or scenario in Excel, while the Reporting Agent directly creates the corresponding ready report.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_sage_intacct_acc03_acquire_01,pta_sage_intacct_acc03,acquire,stage_authority,"Sage Intacct (U.S.) with generally available Sage Copilot Variance Analysis and configured proactive variance notifications, as of 2026-08-19",detailed_product_page,https://www.sage.com/en-us/sage-copilot/,,2026-08-19,Sage Copilot is embedded in Intacct and continuously monitors connected financial data rather than requiring a user to reassemble it for each variance cycle.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_sage_intacct_acc03_interpret_01,pta_sage_intacct_acc03,interpret,stage_authority,"Sage Intacct (U.S.) with generally available Sage Copilot Variance Analysis and configured proactive variance notifications, as of 2026-08-19",release_notes,https://www.sage.com/en-ca/news/press-releases/2025/02/less-manual-work-more-financial-control/,,2026-08-19,Generally available Variance Analysis continuously finds budget variances and returns graphs and natural-language descriptions of their drivers throughout the month.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_sage_intacct_acc03_decide_01,pta_sage_intacct_acc03,decide,stage_authority,"Sage Intacct (U.S.) with generally available Sage Copilot Variance Analysis and configured proactive variance notifications, as of 2026-08-19",detailed_product_page,https://www.sage.com/en-us/sage-copilot/,,2026-08-19,"Sage describes the agent as surfacing issues, opportunities and suggested next steps so decision-makers can act; the final planning/corrective choice remains human.",2,human_materially_completes,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_sage_intacct_acc03_act_01,pta_sage_intacct_acc03,act,stage_authority,"Sage Intacct (U.S.) with generally available Sage Copilot Variance Analysis and configured proactive variance notifications, as of 2026-08-19",release_notes,https://www.sage.com/en-ca/news/press-releases/2025/02/less-manual-work-more-financial-control/,,2026-08-19,"The configured workflow proactively sends budget owners real-time variance graphs and plain-language driver descriptions, removing the accounting team's recurring compilation and distribution work.",4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_tr_onesource_indirect_tax_acc04_acquire_01,pta_tr_onesource_indirect_tax_acc04,acquire,stage_authority,"ONESOURCE Sales & Use Tax powered by CoCounsel (U.S.) with connected source systems, touchless compliance through signature-ready returns, and required final human review/signoff, as of 2026-08-19",detailed_product_page,https://tax.thomsonreuters.com/en/products/onesource-sales-and-use-tax-ai,,2026-08-19,The touchless workflow transfers data from source systems directly into return preparation without human intervention until final review/signoff.,4,none,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_tr_onesource_indirect_tax_acc04_interpret_01,pta_tr_onesource_indirect_tax_acc04,interpret,stage_authority,"ONESOURCE Sales & Use Tax powered by CoCounsel (U.S.) with connected source systems, touchless compliance through signature-ready returns, and required final human review/signoff, as of 2026-08-19",detailed_product_page,https://tax.thomsonreuters.com/en/products/onesource-indirect-compliance-ai,,2026-08-19,"The product automatically reconciles ERP, GL, e-invoice and authority data, detects discrepancies, classifies exceptions and explains variances, but the resulting package is explicitly review-ready rather than final.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
pde_pta_tr_onesource_indirect_tax_acc04_decide_01,pta_tr_onesource_indirect_tax_acc04,decide,stage_authority,"ONESOURCE Sales & Use Tax powered by CoCounsel (U.S.) with connected source systems, touchless compliance through signature-ready returns, and required final human review/signoff, as of 2026-08-19",detailed_product_page,https://tax.thomsonreuters.com/en/products/onesource-indirect-compliance-ai,,2026-08-19,"Agentic AI proposes fixes for mappings, allocations, edits and deferrals and executes only approved changes; users review, accept or override the proposed action.",3,routine_review_or_approval,P2_official_workflow_evidence,FALSE,TRUE,codex_assisted_calibration,2026-08-19
