product_task_assessment_id,company_id,company_name,product_id,product_name,product_ai_release_id,product_date_assessed,product_configuration_assessed,product_task_coverage,supported_case_scope,product_task_relationship,primary_user_role,occupation_soc_code,occupation_name,canonical_task_set_version,canonical_task_id,canonical_task_name,task_scope_version,jurisdiction_code,capability_date_assessed,capability_protocol_version,acquire_product_autonomy_rating,interpret_product_autonomy_rating,decide_product_autonomy_rating,act_product_autonomy_rating,acquire_ai_capability,interpret_ai_capability,decide_ai_capability,act_ai_capability,acquire_gap,interpret_gap,decide_gap,act_gap,signoff_date_assessed,signoff_applicability_scope,acquire_formal_signoff_status,interpret_formal_signoff_status,decide_formal_signoff_status,act_formal_signoff_status,signoff_reason_codes,product_assessment_status,capability_assessment_status,signoff_assessment_status,gap_assessment_status
pta_w10w11_20260820_w10_gep_gep_nexxe_can_13_1081_01,gep,GEP,gep_nexxe_prod,GEP NEXXE,,2026-08-20,"GEP NEXXE, current documented U.S. configuration as of 2026-08-20: AI-powered supply-chain platform for planning, visibility, inventory, logistics, collaboration, risk, and orchestration. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-powered supply-chain platform for planning, visibility, inventory, logistics, collaboration, risk, and orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-powered supply-chain platform for planning, visibility, inventory, logistics, collaboration, risk, and orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_interos_interos_platform_can_13_1081_01,interos,Interos,interos_platform_prod,Interos Platform,,2026-08-20,"Interos Platform, current documented U.S. configuration as of 2026-08-20: AI supply-chain risk intelligence for extended-network mapping, disruption, cyber, geopolitical, financial, and compliance risks. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: the system monitors configured feeds continuously; staff validate flagged events, decide the response, and carry it out. Assessment retains the full frozen task and is limited to: AI supply-chain risk intelligence for extended-network mapping, disruption, cyber, geopolitical, financial, and compliance risks. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI supply-chain risk intelligence for extended-network mapping, disruption, cyber, geopolitical, financial, and compliance risks. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain risk or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,4,3,2,3,3,3,3,3,-1,0,1,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_logility_logility_decision_intelligence_platform_can_13_1081_01,logility,Logility,logility_decision_intelligence_platform_prod,Logility Decision Intelligence Platform,,2026-08-20,"Logility Decision Intelligence Platform, current documented U.S. configuration as of 2026-08-20: AI-first end-to-end supply-chain platform for planning, forecasting, inventory, scenarios, orchestration, and execution. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-first end-to-end supply-chain platform for planning, forecasting, inventory, scenarios, orchestration, and execution. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-first end-to-end supply-chain platform for planning, forecasting, inventory, scenarios, orchestration, and execution. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain planner or logistician,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_kinaxis_maestro_can_13_1081_01,kinaxis,Kinaxis,maestro_prod,Maestro,,2026-08-20,"Maestro, current documented U.S. configuration as of 2026-08-20: AI-powered concurrent supply-chain planning and decision platform for signals, scenarios, tradeoffs, disruption response, and execution orchestration. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-powered concurrent supply-chain planning and decision platform for signals, scenarios, tradeoffs, disruption response, and execution orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-powered concurrent supply-chain planning and decision platform for signals, scenarios, tradeoffs, disruption response, and execution orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain planner or logistician,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_manhattan_associates_manhattan_active_supply_chain_can_13_1081_01,manhattan_associates,Manhattan Associates,manhattan_active_supply_chain_prod,Manhattan Active Supply Chain,,2026-08-20,"Manhattan Active Supply Chain, current documented U.S. configuration as of 2026-08-20: AI-enabled supply-chain applications for planning, inventory, warehouse, transportation, labor, and fulfillment orchestration. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: AI-enabled supply-chain applications for planning, inventory, warehouse, transportation, labor, and fulfillment orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-enabled supply-chain applications for planning, inventory, warehouse, transportation, labor, and fulfillment orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_tagup_manifest_can_13_1081_01,tagup,Tagup,manifest_prod,Manifest,,2026-08-20,"Manifest, current documented U.S. configuration as of 2026-08-20: AI maintenance and logistics platform for equipment reliability, fleet readiness, maintenance planning, and operational decisions. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI maintenance and logistics platform for equipment reliability, fleet readiness, maintenance planning, and operational decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",bounded_substantive,"AI maintenance and logistics platform for equipment reliability, fleet readiness, maintenance planning, and operational decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,"Logistics, fleet, or maintenance team",13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,directional_only
pta_w10w11_20260820_w10_project44_movement_can_13_1081_01,project44,project44,movement_prod,Movement,,2026-08-20,"Movement, current documented U.S. configuration as of 2026-08-20: Supply-chain decision-intelligence platform with AI visibility, predictions, document parsing, bookings, reroutes, and logistics agents. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: Supply-chain decision-intelligence platform with AI visibility, predictions, document parsing, bookings, reroutes, and logistics agents. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"Supply-chain decision-intelligence platform with AI visibility, predictions, document parsing, bookings, reroutes, and logistics agents. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Logistics or supply-chain team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_gallatin_navigator_can_13_1081_01,gallatin,Gallatin,navigator_prod,Navigator,,2026-08-20,"Navigator, current documented U.S. configuration as of 2026-08-20: AI logistics agent for planning, execution monitoring, exceptions, coordination, and operational recommendations. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: AI logistics agent for planning, execution monitoring, exceptions, coordination, and operational recommendations. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI logistics agent for planning, execution monitoring, exceptions, coordination, and operational recommendations. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Logistics or supply-chain team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_oracle_oracle_fusion_cloud_supply_chain_planning_can_13_1081_01,oracle,Oracle,oracle_fusion_cloud_supply_chain_planning_prod,Oracle Fusion Cloud Supply Chain Planning,,2026-08-20,"Oracle Fusion Cloud Supply Chain Planning, current documented U.S. configuration as of 2026-08-20: AI-enabled supply-chain planning for demand, supply, inventory, production, scenarios, and exception response. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-enabled supply-chain planning for demand, supply, inventory, production, scenarios, and exception response. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-enabled supply-chain planning for demand, supply, inventory, production, scenarios, and exception response. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain planner or logistician,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_palantir_palantir_aip_for_supply_chain_can_13_1081_01,palantir,Palantir,palantir_aip_for_supply_chain_prod,Palantir AIP for Supply Chain,,2026-08-20,"Palantir AIP for Supply Chain, current documented U.S. configuration as of 2026-08-20: AI platform configured for supply-chain planning, disruption analysis, decisions, workflows, and operational actions. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: AI platform configured for supply-chain planning, disruption analysis, decisions, workflows, and operational actions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI platform configured for supply-chain planning, disruption analysis, decisions, workflows, and operational actions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain or operations team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_pando_pando_fulfillment_cloud_can_13_1081_01,pando,Pando,pando_fulfillment_cloud_prod,Pando Fulfillment Cloud,,2026-08-20,"Pando Fulfillment Cloud, current documented U.S. configuration as of 2026-08-20: AI-powered transportation-management and logistics-orchestration platform spanning freight planning, procurement, execution, visibility, and analytics. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: AI-powered transportation-management and logistics-orchestration platform spanning freight planning, procurement, execution, visibility, and analytics. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-powered transportation-management and logistics-orchestration platform spanning freight planning, procurement, execution, visibility, and analytics. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Logistics or transportation team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_prewave_prewave_can_13_1081_01,prewave,Prewave,prewave_prod,Prewave,,2026-08-20,"Prewave, current documented U.S. configuration as of 2026-08-20: AI supply-chain risk and sustainability platform for monitoring, supplier intelligence, alerts, compliance, and mitigation. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: the system monitors configured feeds continuously; staff validate flagged events, decide the response, and carry it out. Assessment retains the full frozen task and is limited to: AI supply-chain risk and sustainability platform for monitoring, supplier intelligence, alerts, compliance, and mitigation. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI supply-chain risk and sustainability platform for monitoring, supplier intelligence, alerts, compliance, and mitigation. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain risk or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,4,3,2,3,3,3,3,3,-1,0,1,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_resilinc_resilinc_eventwatchai_can_13_1081_01,resilinc,Resilinc,resilinc_eventwatchai_prod,Resilinc EventWatchAI,,2026-08-20,"Resilinc EventWatchAI, current documented U.S. configuration as of 2026-08-20: AI supply-chain disruption monitoring, supplier mapping, impact analysis, alerts, and response coordination. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: the system monitors configured feeds continuously; staff validate flagged events, decide the response, and carry it out. Assessment retains the full frozen task and is limited to: AI supply-chain disruption monitoring, supplier mapping, impact analysis, alerts, and response coordination. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI supply-chain disruption monitoring, supplier mapping, impact analysis, alerts, and response coordination. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain risk or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,4,3,2,3,3,3,3,3,-1,0,1,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_sap_sap_integrated_business_planning_can_13_1081_01,sap,SAP SE,sap_integrated_business_planning_prod,SAP Integrated Business Planning,,2026-08-20,"SAP Integrated Business Planning, current documented U.S. configuration as of 2026-08-20: AI-enabled supply-chain planning for demand, response, supply, inventory, scenarios, collaboration, and Joule-supported decisions. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-enabled supply-chain planning for demand, response, supply, inventory, scenarios, collaboration, and Joule-supported decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-enabled supply-chain planning for demand, response, supply, inventory, scenarios, collaboration, and Joule-supported decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain planner or logistician,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_shippeo_shippeo_platform_can_13_1081_01,shippeo,Shippeo,shippeo_platform_prod,Shippeo Platform,,2026-08-20,"Shippeo Platform, current documented U.S. configuration as of 2026-08-20: AI transportation visibility platform for shipment tracking, ETA prediction, exceptions, inventory in transit, and collaboration. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: the system monitors configured feeds continuously; staff validate flagged events, decide the response, and carry it out. Assessment retains the full frozen task and is limited to: AI transportation visibility platform for shipment tracking, ETA prediction, exceptions, inventory in transit, and collaboration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI transportation visibility platform for shipment tracking, ETA prediction, exceptions, inventory in transit, and collaboration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Logistics or transportation team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,4,3,2,3,3,3,3,3,-1,0,1,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_throughput_ai_throughput_ai_can_13_1081_01,throughput_ai,ThroughPut AI,throughput_ai_prod,ThroughPut AI,,2026-08-20,"ThroughPut AI, current documented U.S. configuration as of 2026-08-20: AI supply-chain decision platform for demand sensing, bottlenecks, inventory, flow, logistics, and operational recommendations. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI supply-chain decision platform for demand sensing, bottlenecks, inventory, flow, logistics, and operational recommendations. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI supply-chain decision platform for demand sensing, bottlenecks, inventory, flow, logistics, and operational recommendations. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_transporeon_transporeon_platform_can_13_1081_01,transporeon,Transporeon,transporeon_platform_prod,Transporeon Platform,,2026-08-20,"Transporeon Platform, current documented U.S. configuration as of 2026-08-20: AI-enabled transportation-management platform for sourcing, planning, execution, visibility, matching, and freight decisions. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: people configure goals, permissions, data sources, and approval points and routinely review consequential outputs. Assessment retains the full frozen task and is limited to: AI-enabled transportation-management platform for sourcing, planning, execution, visibility, matching, and freight decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-enabled transportation-management platform for sourcing, planning, execution, visibility, matching, and freight decisions. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Logistics or transportation team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,3,3,3,3,3,3,3,3,0,0,0,0,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_e2open_e2open_connected_supply_chain_can_13_1081_01,e2open,e2open,e2open_connected_supply_chain_prod,e2open Connected Supply Chain,,2026-08-20,"e2open Connected Supply Chain, current documented U.S. configuration as of 2026-08-20: AI-enabled connected supply-chain platform for planning, supply, trade, logistics, channel, visibility, and orchestration. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-enabled connected supply-chain platform for planning, supply, trade, logistics, channel, visibility, and orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-enabled connected supply-chain platform for planning, supply, trade, logistics, channel, visibility, and orchestration. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain or logistics team,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w10w11_20260820_w10_o9_solutions_o9_digital_brain_can_13_1081_01,o9_solutions,o9 Solutions,o9_digital_brain_prod,o9 Digital Brain,,2026-08-20,"o9 Digital Brain, current documented U.S. configuration as of 2026-08-20: AI-powered integrated business and supply-chain planning for demand, supply, inventory, scenarios, decisions, and execution. Assessed mode: the highest-authority current mode actually described on the cited exact-product or workflow page; no hypothetical integration is added. Human role in this bounded mode: planners supply and validate constraints, routinely review the generated plan, and authorize and implement it. Assessment retains the full frozen task and is limited to: AI-powered integrated business and supply-chain planning for demand, supply, inventory, scenarios, decisions, and execution. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",broad_task,"AI-powered integrated business and supply-chain planning for demand, supply, inventory, scenarios, decisions, and execution. This is a direct documented contribution to 'Design, coordinate, and improve lifecycle logistics'.",occupation_worker_tool,Supply-chain planner or logistician,13-1081.00,Logisticians,expansion-2.1-initial-reviewed,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",scope-expansion-2.1-v0.1,US,2026-08-20,0.7,2,3,3,2,3,3,3,3,1,0,0,1,2026-08-20,"U.S. lifecycle logistics; conditional subset: logistics actions that enter, modify, administer, or terminate a FAR-governed federal contract or order.",not_required,not_required,conditional,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,calibration_draft,calibration_draft,interpretable
pta_w01w05_20260820_prod_acc_ademero_ap_central_acc_01,ademero,Ademero,ap_central_prod,AP Central,,2026-08-20,"AP Central, current documented U.S. configuration as of 2026-08-20: AI-powered invoice capture and accounts-payable automation platform. Assessed only for the preserved supported case: Invoice extraction, coding, approvals, and posting for supported accounting integrations. Human-role boundary: routine review, approval, or supervision remains for the stage(s) rated 3; the professional materially completes the lower-rated stage(s). No hypothetical integration, unavailable mode, or unverified workflow authority is added.",narrow_fragment,"Invoice extraction, coding, approvals, and posting for supported accounting integrations.",employer_deployed_automation,"Accountant, bookkeeper, auditor, tax professional, or finance professional",13-2011.00,Accountants and Auditors,pilot-1.0,ACC-01,"Maintain accounting records, systems, and financial reports",scope-pilot-1.0,US,2026-08-19,0.6,3,3,2,3,2,2,3,2,-1,-1,1,-1,2026-08-19,U.S. routine accounting records and financial reporting; conditional subset: SEC registrant annual or quarterly reports requiring officer certification and report signatures.,not_required,not_required,not_required,conditional,LEGAL_PROFESSIONAL_AUTHORITY,calibration_draft,pilot_v0_6_frozen,final,not_comparable
