occupation_soc_code,occupation_name,canonical_task_set_version,canonical_task_id,canonical_task_name,task_scope_version,acquire_scope,interpret_scope,decide_scope,act_scope,capability_date_assessed,acquire_ai_capability,interpret_ai_capability,decide_ai_capability,act_ai_capability,capability_rating_rationale,protocol_version,capability_assessment_status
29-1224.00,Radiologists,pilot-1.0,RAD-01,Evaluate patients through diagnostic imaging and communicate findings,scope-pilot-1.0,"Obtain the clinical question, patient history, current and prior examinations, acquisition details, image-quality information, and other case context needed across the diagnostic modalities in scope.","Assess whether images are diagnostically adequate and relate them to the history, clinical question, and prior studies to identify findings, limitations, and an image-based diagnosis.","Select or approve any additional techniques, positions, projections, or examinations needed; determine the final assessment, urgency, follow-up, and necessary clinical coordination or communication.","Complete or direct the diagnostically adequate examination, finalize the interpretive report, and communicate or coordinate the result with the clinicians, patients, or families who use it.",2026-08-19,4,4,4,4,"Acquire 4: EVID-v06-RAD-01-ULTRABOT-ACQ; Interpret 4: EVID-v06-RAD-01-CHESTLINK-INT; Decide 4: EVID-v06-RAD-01-CHESTLINK-DEC; Act 4: EVID-v06-RAD-01-CHESTLINK-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
29-1224.00,Radiologists,pilot-1.0,RAD-02,Plan and perform image-guided procedures and manage procedural care,scope-pilot-1.0,"Obtain the procedure request, patient history and consent-related information, relevant imaging and tests, planned target, medications and risk factors, equipment status, and live peri-procedural patient observations.","Assess the indication, anatomy, access path, treatment target, patient readiness, procedural risks, live image guidance, physiologic changes, complications, and the procedure’s result.","Choose the treatment plan, procedural approach, equipment and materials, sequence and maneuvers, safety precautions, and whether to proceed, modify, pause, stop, treat a complication, or escalate.","Explain the process, risks, benefits, and alternatives; perform the image-guided diagnostic or therapeutic procedure; manage peri-procedural safety and complications; and document the procedure and outcome.",2026-08-19,2,2,2,2,"Acquire 2: EVID-v06-RAD-02-KUNTZ-ACQ; Interpret 2: EVID-v06-RAD-02-KUNTZ-INT; Decide 2: EVID-v06-RAD-02-KUNTZ-DEC; Act 2: EVID-v06-RAD-02-KUNTZ-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
29-1224.00,Radiologists,pilot-1.0,RAD-03,Plan and deliver nuclear medicine diagnosis or therapy,scope-pilot-1.0,"Obtain the procedure request, patient history, clinical indication, relevant studies and tests, radionuclide options and availability, patient-specific dose inputs, instrument checks and readings, material-handling conditions, and patient status.","Assess appropriateness relative to alternatives; determine diagnostic or therapeutic requirements, dose and technical implications, radioactive-material and instrument readiness, risks, and expected limitations.","Select the nuclear medicine application, radionuclide, dosage, technique, positions and projections, technical directions, and any adjustment, delay, cancellation, or escalation.","Prescribe, calculate, measure, and prepare the selected dosage; verify material and dosage-instrument readiness; direct technical execution; administer the radioisotope; and advise clinicians about indications, assessments, risks, and limitations.",2026-08-19,0,2,2,1,"Acquire 0: EVID-v06-RAD-03-GEORGIOU-ACQ; Interpret 2: EVID-v06-RAD-03-SIMPLEDOSE-INT; Decide 2: EVID-v06-RAD-03-POPOVIC-DEC; Act 1: EVID-v06-RAD-03-GEORGIOU-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
29-2042.00,Emergency Medical Technicians,expansion-1.1-reviewed,CAN-29-2042-01,Provide end-to-end prehospital emergency response,scope-expansion-1.1,"At a prehospital scene and during ambulance transport, receive dispatch, responder, and treatment information; observe scene and transport conditions; obtain patient history and monitor illness or injury signs, vital signs, heart activity, condition changes, and reactions; and inspect vehicle, communication and medical equipment, and supply readiness.","Determine the nature and extent of illness or injury, changes in condition, responses to care, responder or receiving-facility needs, and infectious-disease decontamination or unit-readiness implications.","Prioritize medical procedures and choose stabilization, monitoring, reassurance, immobilization, movement, transport, coordination, handoff, decontamination, maintenance, and replenishment responses for the episode.","Travel to the scene and drive when required; provide first aid, life support, airway management, stomach suction, and other emergency treatment procedures; reassure, immobilize, move, and transport the patient; coordinate with responders and receiving personnel and arrange reception; record, report, and hand off care, including infectious-disease case reporting; and decontaminate, maintain, and replenish the response unit.",2026-08-19,2,4,2,3,"Acquire 2 is supported by EVID-v07-BB-EMT-ACQ: CONNECT-AI automatically captures ambulance video, audio, vital signs, and hospital-resource data, while EMTs still obtain history, symptoms, mental status, and intervention details. Interpret 4 is supported by EVID-v07-BB-EMT-INT, a real-time trauma-mortality model externally validated across Korean and Australian centers with AUROCs of 0.895 to 0.956. Decide 2 is supported by EVID-v07-BB-EMT-DEC because CONNECT-AI ranks hospitals and suggests first-aid protocols but providers choose care and transport. Act 3 is supported by EVID-v07-BB-EMT-ACT: an autonomous-flight AED drone completed real emergency deliveries, but a remote pilot routinely performed checks, obtained clearance, and approved the drop. No evidence establishes autonomous hands-on EMT treatment or transport.",0.7,final
31-1121.00,Home Health Aides,expansion-1.1-reviewed,CAN-31-1121-01,Provide coordinated in-home health and daily-living support,scope-expansion-1.1,"Obtain the care plan and delegated instructions, client preferences, current condition and vital or behavioral observations, medication and activity schedules, environmental information, and reports from the client, family, or care team.","Relate observations and client needs to the care plan; recognize health, functional, behavioral, environmental, or safety changes; and identify needs that exceed the aide's role or require reporting.","Prioritize and select permitted personal-care, daily-living, household, mobility, nutrition, companionship, and delegated health-support actions, including when and to whom a change must be reported or escalated.","Provide hands-on personal and daily-living assistance, meals and household support, mobility and companionship, permitted medication or treatment assistance, monitoring, documentation, and reporting to the care team.",2026-08-19,2,2,2,2,"EVID-v07-BB-HHA-ACQ, EVID-v07-BB-HHA-INT, and EVID-v07-BB-HHA-DEC show substantial automated home sensing, anomaly classification, and alert selection, but the smart-home paper does not provide a reproducible field protocol, adequate reference standards, complete input-coverage evidence, or an accepted operational threshold; its field table reports fall recall of 89.5% and health-anomaly recall of 88.7%, while a later unreconciled confusion matrix implies 98.9% fall recall. Caregivers and participants materially supply context, feedback, thresholds, verification, and the response. EVID-v07-BB-HHA-ACT shows that the Section 7 UR5 + SPANet + Kiri-Spoon configuration autonomously detects and acquires selected foods, but participants routinely use a joystick for the final safe transfer to the mouth and no aggregate end-to-end success rate is reported. Each stage is therefore 2 rather than 3 or 4. Selected evidence IDs: EVID-v07-BB-HHA-ACQ, EVID-v07-BB-HHA-INT, EVID-v07-BB-HHA-DEC, EVID-v07-BB-HHA-ACT.",0.7,final
31-1131.00,Nursing Assistants,expansion-2.1-initial-reviewed,CAN-31-1131-01,Provide and monitor basic daily patient care,scope-expansion-2.1-v0.1,"Obtain delegated care assignments, the patient's current condition and expressed needs, vital and routine measurements, mobility and daily-living status, safety risks, treatment and transport requirements, supplies, and immediate environmental conditions.","Assess changes from the patient's usual condition, comfort and daily-care needs, mobility and fall risk, tolerance of activity or delegated treatment, urgency, and what information licensed staff need to receive.","Select the sequence and method of delegated basic care, positioning and mobility assistance, comfort and safety response, supply and environmental actions, and when to pause, report, or seek licensed clinical direction.","Assist with eating, hygiene, toileting, positioning, mobility, comfort, routine delegated treatments, procedures, and transport; measure and record observations; maintain supplies and the immediate environment; and communicate material changes to licensed staff.",2026-08-20,2,1,1,2,"Acquire 2: EVID-v07-CAN-31-1131-01-NURSE_ROBOT-ACQ; Interpret 1: EVID-v07-CAN-31-1131-01-NURSE_ROBOT-INT; Decide 1: EVID-v07-CAN-31-1131-01-NURSE_ROBOT-DEC; Act 2: EVID-v07-CAN-31-1131-01-NURSE_ROBOT-ACT. Stagewise frontier; systems may differ. Hospital robots materially collect selected observations and perform deliveries, while nursing assistants retain principal interpretation, decisions, and hands-on personal care. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
31-9092.00,Medical Assistants,expansion-2.1-initial-reviewed,CAN-31-9092-01,Coordinate ambulatory appointments and front-office services,scope-expansion-2.1-v0.1,"Obtain patient identity and contact information, service and appointment requests, provider and schedule availability, referral and insurance information, required forms and correspondence, payment or billing details, and the status of administrative records.","Assess whether administrative information is complete and consistent, determine appointment and referral requirements, identify scheduling conflicts and documentation gaps, and establish whether the encounter is administratively ready to proceed.","Select appointment and referral timing, record and correspondence routing, required forms and follow-up, routine insurance or billing handling, and the administrative resolution or escalation of conflicts and missing information.","Register and communicate with patients; schedule and coordinate appointments and referrals; prepare, route, and update front-office records and correspondence; and process routine insurance, billing, bookkeeping, and service administration.",2026-08-20,3,3,3,3,"AI-BAS and the nurse-LLM SSPEC trial support 3/3/3/3 for bounded ambulatory reception and scheduling. The systems collect and resolve routine patient requests, identify no-show capacity, choose replacement appointments, communicate resolutions, and materially improve utilization and satisfaction. Nurse oversight and incomplete disclosure of exception handling and autonomous posting prevent 4s.",0.7,calibration_draft
31-9092.00,Medical Assistants,expansion-2.1-initial-reviewed,CAN-31-9092-02,Prepare patients and support clinical examination and treatment,scope-expansion-2.1-v0.1,"Obtain patient history, symptoms, medication and clinical information, vital signs and other authorized measurements, practitioner orders and delegated instructions, specimen requirements, and the condition and availability of rooms, instruments, equipment, and supplies.","Assess the completeness and consistency of clinical intake, identify material or abnormal information to communicate, determine patient and room readiness, and interpret the preparation, testing, specimen, equipment, and supply requirements of the encounter.","Select the preparation and support sequence, authorized routine test or treatment steps, specimen and equipment handling, supply actions, delegated patient instructions, and when to notify or seek direction from the practitioner.","Record clinical intake; prepare patients, rooms, instruments, specimens, and equipment; perform authorized routine tests or treatments; assist the practitioner; maintain clinical supplies; and explain delegated instructions.",2026-08-20,4,3,2,2,"PreA supports 4/3/2/2. In a 2,069-patient randomized trial, the PreA-only arm autonomously collected histories and generated preliminary diagnoses, test suggestions, referrals, and clinician reports with outcomes equivalent to a human-supported arm. Specialists routinely review the outputs and retain examination and treatment decisions, and the system performs no physical room, specimen, equipment, or treatment work.",0.7,calibration_draft
33-2011.00,Firefighters,expansion-2.1-initial-reviewed,CAN-33-2011-01,Respond to and resolve fires and other emergencies,scope-expansion-2.1-v0.1,"Obtain dispatch information, site and occupancy conditions, fire and hazard behavior, victim or patient status, weather and access information, available personnel and apparatus, equipment readiness, communications, and changing incident observations.","Assess incident type and extent, fire spread and structural conditions, rescue and medical needs, hazardous-material and environmental risks, resource adequacy, operational progress, and whether danger remains.","Select incident priorities and tactics, entry and evacuation, rescue and medical response, suppression or containment method, apparatus and resource deployment, protective actions, escalation, withdrawal, overhaul, and closure checks.","Mobilize and coordinate at the incident; rescue and provide emergency aid; suppress fire and contain hazards; protect people, property, and the environment; perform salvage and overhaul; verify incident control; document the response; and restore readiness.",2026-08-20,2,2,2,2,"Fire-response robotics supports 2/2/2/2 for bounded sensing, search, navigation, and mock-fire suppression components. Peer-reviewed and competition studies show meaningful autonomous response activity, but success and artifact-detection rates remain below human teams, failures and safety events occur, and operators supervise or recover systems. No configuration completes the broad rescue, medical, suppression, overhaul, documentation, and readiness endpoint.",0.7,calibration_draft
33-2011.00,Firefighters,expansion-2.1-initial-reviewed,CAN-33-2011-02,Reduce fire risk through inspection and public prevention education,scope-expansion-2.1-v0.1,"Obtain premises and equipment conditions, inspection observations, applicable fire-prevention requirements, prior incidents and deficiencies, corrective-action status, characteristics of the public audience, and relevant prevention questions or misconceptions.","Assess hazards and prevention deficiencies, their likelihood and possible severity, compliance or equipment implications, causes and corrective needs, and the audience's most important fire-prevention knowledge gaps.","Determine the inspection finding, corrective and follow-up priorities, prevention guidance, education content and delivery approach, and when a condition requires referral or further action.","Inspect premises and fire equipment, document and communicate hazards and corrective guidance, follow up on deficiencies, and deliver actionable fire-prevention education to the public.",2026-08-20,2,3,3,2,"The fire-hazard inspection framework supports 2/3/3/2. Humans capture and frame premises imagery; the hybrid system recognizes hazards and produces regulation-grounded findings and structured reports with high classification performance, report F1 of 0.88, and explicit review routing. Prototype testing on selected images, manual review of uncertain cases, and no physical follow-up or public education prevent higher scores.",0.7,calibration_draft
33-3051.00,Police and Sheriff's Patrol Officers,expansion-1.1-reviewed,CAN-33-3051-01,"Provide public safety, law enforcement, and justice-process services",scope-expansion-1.1,"Receive dispatches, complaints, reports, court directives, and community information; observe people, scenes, traffic, facilities, and hazards; and obtain statements, records, and physical or digital evidence.","Assess what occurred, the credibility and significance of available information, applicable legal conditions, threats and urgency, public-safety needs, and the status of people, property, evidence, or court obligations.","Determine a lawful and proportionate response, priorities, investigative steps, enforcement or assistance actions, custody or process decisions, and needs for referral, backup, or escalation.","Patrol and respond; secure scenes and facilities; control traffic; assist people; investigate and document incidents; issue warnings or citations; arrest, transport, or process people; serve legal process; testify; and communicate prevention information.",2026-08-19,4,4,2,2,"Acquire 4 is supported by EVID-v07-BB-POL-ACQ: a deployed Metropolitan Police live facial-recognition system automatically captured and compared millions of faces against bounded watchlists. Interpret 4 is supported by the replacement EVID-v07-BB-POL-INT: in an independent, standards-conformant NPL evaluation, NEC NeoFace V4 retrospective facial recognition returned the correct reference identifier at rank 1 for every one of approximately 4,000 varied still-image probes against 178,400 reference images. The result establishes a bounded technical identity-matching ceiling; an officer-confirmation rule belongs in signoff and does not lower capability. Decide 2 remains because a live-recognition alert supplies a ranked cue while officers make the enforcement disposition. Act 2 remains because Draft One creates a report draft that officers materially complete and attest. Selected evidence IDs: EVID-v07-BB-POL-ACQ, EVID-v07-BB-POL-INT, EVID-v07-BB-POL-DEC, EVID-v07-BB-POL-ACT.",0.7,final
33-9032.00,Security Guards,expansion-2.1-initial-reviewed,CAN-33-9032-01,"Secure premises, control access, and respond to incidents",scope-expansion-2.1-v0.1,"Obtain site rules and protected-area requirements, credentials and access requests, patrol and surveillance observations, alarms and equipment status, reported concerns, communications, and incident, person, property, and environmental information.","Assess identity and authorization, suspicious or unsafe conditions, threat and incident severity, likely rule violations, immediate risks to people or property, and the need for intervention, evacuation, protection, or emergency assistance.","Determine whether to grant or deny access, continue observation, investigate, intervene, escort, protect, evacuate, summon assistance, preserve evidence, or escalate, and select the response proportionate to the condition.","Patrol and secure the premises, control access, screen and assist people, investigate alarms and suspicious conditions, maintain order, intervene or contact responders, protect people and property, and document material events.",2026-08-20,4,2,2,2,"Acquire 4: EVID-v07-CAN-33-9032-01-SECURITY_ROBOT-ACQ; Interpret 2: EVID-v07-CAN-33-9032-01-SECURITY_ROBOT-INT; Decide 2: EVID-v07-CAN-33-9032-01-SECURITY_ROBOT-DEC; Act 2: EVID-v07-CAN-33-9032-01-SECURITY_ROBOT-ACT. Stagewise frontier; systems may differ. The robot completes bounded patrol acquisition with strong navigation metrics, but interpretation, threat decisions, and response still require security personnel. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
35-2014.00,"Cooks, Restaurant",expansion-1.1-reviewed,CAN-35-2014-01,"Plan, prepare, cook, and release restaurant food",scope-expansion-1.1,"In a restaurant kitchen and service workflow, obtain menus, recipes, orders, expected demand, cost and special-event information, and staff availability; inspect inventory, ingredients, freshness, equipment, temperatures, sanitation conditions, and supplies; and observe or test cooking progress using temperature and sensory checks.","Estimate required food consumption, production volume, timing, and resources; assess ingredient quality and freshness, cooking progress and doneness, food-safety conditions, and cost or staffing implications.","Choose menus and prices where assigned, quantities, ingredients or substitutions, preparation and cooking methods, seasoning, equipment temperatures and timing, stock rotation and procurement responses, staff assignments or rush-period responses, portions, and presentation.","Requisition or purchase ingredients and maintain related records; prepare, measure, mix, butcher, season, cook, and bake foods using the selected methods and equipment; prepare included specialty items; rotate and store stock; clean and sanitize work areas; coordinate, supervise, or assist kitchen staff; and portion, arrange, garnish, serve, and release dishes to waitstaff or patrons.",2026-08-19,2,4,4,4,"Stagewise frontier 2/4/4/4. Selected evidence: EVID-v07-COOK-EGGTASTE-ACQ, EVID-v07-COOK-EGGTASTE-INT, EVID-v07-COOK-EGGTASTE-DEC, EVID-v07-COOK-OMELETTE-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
35-2021.00,Food Preparation Workers,expansion-2.1-initial-reviewed,CAN-35-2021-01,Prepare and stage food safely for service,scope-expansion-2.1-v0.1,"Obtain recipes and preparation instructions, orders and dietary requirements, ingredient identity, quantity, freshness and storage status, required portions and service timing, temperatures, available supplies, equipment condition, and sanitation requirements.","Assess ingredient and equipment readiness, food condition and safety, required proportions and portions, dietary fit, preparation and staging dependencies, temperature control, and sanitation or supply problems.","Select the preparation and service sequence, measuring and portioning approach, permitted substitutions or adjustments, storage and staging method, temperature response, supply action, and cleaning and sanitation steps.","Receive and store ingredients; measure, clean, cut, mix, cook within the task boundary, portion, package, and stage food and beverages; assemble dietary trays; move and stock supplies; clean utensils and work areas; and complete temperature or usage records.",2026-08-20,2,2,2,2,"YORI demonstrates substantial autonomous cooking activity in a custom modular kitchen, but the preprint does not report representative defect, intervention, temperature, sanitation, dietary, or food-safety performance. Each stage is therefore capped at 2 rather than treating completion demonstrations as acceptable full-stage performance.",0.7,calibration_draft
35-3031.00,Waiters and Waitresses,expansion-2.1-initial-reviewed,CAN-35-3031-01,Serve dining patrons from order through payment,scope-expansion-2.1-v0.1,"Obtain reservation and table status, menu and product availability, patron preferences and dietary needs, orders and modifications, service timing, satisfaction and problem information, bill and reward details, payment method, and service-area readiness.","Assess patron needs and menu fit, order completeness and accuracy, timing and coordination requirements, satisfaction and service problems, bill accuracy, reward applicability, and the appropriate payment and reset requirements.","Select recommendations, order clarification and course timing, service sequence, problem resolution, bill and reward treatment, payment handling, and the actions needed to prepare the area for subsequent patrons.","Assist with seating, present options, take and transmit orders, prepare or serve food and beverages within the task boundary, check satisfaction, resolve service problems, prepare the bill, collect payment, clear and reset the service area, and complete the dining transaction.",2026-08-20,2,2,2,2,"Acquire 2: EVID-v07-CAN-35-3031-01-WAITER_ROBOT-ACQ; Interpret 2: EVID-v07-CAN-35-3031-01-WAITER_ROBOT-INT; Decide 2: EVID-v07-CAN-35-3031-01-WAITER_ROBOT-DEC; Act 2: EVID-v07-CAN-35-3031-01-WAITER_ROBOT-ACT. Stagewise frontier; systems may differ. A real restaurant robot performs substantial greeting, ordering, delivery, and clearing, but complete-service reliability and the full payment endpoint are not measured. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",expansion-1.1-reviewed,CAN-37-2011-01,"Keep buildings and grounds clean, orderly, safe, and functional",scope-expansion-1.1,"Inspect assigned building rooms, restrooms, floors, carpets, windows, contents, waste areas, chimneys, flues, connecting pipes, immediate grounds, entrances, doors, electrical-appliance hazards, and minor building-system conditions; obtain setup or movement requests; and check cleaning specifications, materials, supplies, tools, equipment, and vehicle needs.","Assess soil, sanitation, waste, pest, snow, grounds, access, safety, security, damage, major-repair reporting, minor-adjustment, and space-readiness needs, including the suitability of chemicals, methods, tools, and equipment.","Prioritize areas and choose cleaning materials, methods, and equipment; floor, carpet, window, chimney, waste, pest, snow, grounds, setup, movement, security, repair-reporting, minor-adjustment, supply, and vehicle responses.","Clean and sanitize restrooms, rooms, surfaces, contents, windows, carpets, floors, chimneys, flues, and connecting pipes; remove waste; mix and use cleaning solutions; secure facilities; report major repairs and perform source-scoped minor adjustments or repairs; address pests, snow, and minor grounds needs; set up or move spaces, decorations, furniture, equipment, or supplies; requisition materials; maintain equipment; and drive vehicles required for custodial work.",2026-08-19,4,4,4,3,"Stagewise frontier 4/4/4/3. Selected evidence: EVID-v07-JAN-HTETRO-ACQ, EVID-v07-JAN-HTETRO-INT, EVID-v07-JAN-HTETRO-DEC, EVID-v07-JAN-EUFY-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
37-2021.00,Pest Control Workers,expansion-2.1-initial-reviewed,CAN-37-2021-01,Diagnose and resolve pest infestations,scope-expansion-2.1-v0.1,"Obtain the client's report and objectives, site layout and conditions, pest signs and specimens, likely entry and nesting areas, prior treatments, access constraints, exposure and safety hazards, applicable treatment requirements, available materials and equipment, and service history.","Determine the pest identity, source, extent and pathways of infestation, affected areas and materials, health and property risks, treatment feasibility, safety constraints, and conditions that could cause recurrence.","Select the treatment and prevention plan, chemical, fumigation, trapping, removal, exclusion, or access method, material quantity and placement, safety controls, estimate, schedule, and follow-up response.","Inspect the site; safely apply the selected chemical, fumigation, trapping, removal, or access treatment; close or address entry conditions; direct bounded work; clean and restore the site; communicate prevention guidance; and document the service.",2026-08-20,1,3,1,0,"The image-wireless fusion system supports 1/3/1/0. Humans place sensors and acquire site signals; the model directly identifies concealed termite activity with 91.5% synchronized-verification accuracy but only about 81.9% under degraded conditions. Detection provides a limited cue for treatment, while the system selects no chemical, removal, exclusion, safety, or follow-up plan and performs no treatment action.",0.7,calibration_draft
37-3011.00,Landscaping and Groundskeeping Workers,expansion-2.1-initial-reviewed,CAN-37-3011-01,Maintain landscaped grounds and outdoor features,scope-expansion-2.1-v0.1,"Obtain client and maintenance requirements, the condition of turf, plants, irrigation, soil, grounds features, and equipment, weather and seasonal information, pest and disease signs, material and supply status, site hazards, and prior maintenance history.","Assess vegetation health and growth, moisture and soil condition, pest or disease effects, irrigation and equipment performance, appearance and functional defects, snow or debris conditions, safety risks, and the maintenance needed to preserve established grounds.","Select the maintenance schedule and sequence, mowing, trimming, pruning, watering, cultivation, treatment, turf, irrigation, snow, debris, feature, and equipment actions, materials, and customer-care guidance.","Mow, trim, prune, water, cultivate, treat, and maintain vegetation; care for turf and irrigation; remove litter, debris, or snow; maintain grounds features and operator equipment; and communicate ongoing care guidance.",2026-08-20,2,2,4,4,"Acquire 2: EVID-v07-CAN-37-3011-01-WEED_LASER-ACQ; Interpret 2: EVID-v07-CAN-37-3011-01-WEED_LASER-INT; Decide 4: EVID-v07-CAN-37-3011-01-WEED_LASER-DEC; Act 4: EVID-v07-CAN-37-3011-01-WEED_LASER-ACT. Stagewise frontier; systems may differ. Detection remains incomplete under canopy, but target selection and autonomous laser treatment reach stage-complete performance for visible weeds in a bounded field case. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
37-3011.00,Landscaping and Groundskeeping Workers,expansion-2.1-initial-reviewed,CAN-37-3011-02,Establish or renovate landscapes and grounds features,scope-expansion-2.1-v0.1,"Obtain the landscape plan and client requirements, site measurements and layout, soil, grade and drainage conditions, plant and turf materials, irrigation and feature specifications, utilities and access constraints, equipment and supply status, and installation hazards.","Assess plan and site fit, soil and drainage readiness, grade and spacing, plant and material condition, utility and access conflicts, installation tolerances, feature requirements, and the constraints on safe sequencing.","Select layout and preparation, plant and turf placement, soil and protective materials, irrigation and drainage approach, feature construction or installation method, equipment, sequence, and corrections needed to satisfy the plan.","Prepare and lay out the site; install plants, turf, soil treatments, mulch, and protective materials; build or install irrigation, drainage, and specified nonstructural grounds features; and verify the completed landscape against the plan.",2026-08-20,2,4,4,4,"The robotic-embankment system supports 2/4/4/4 for bounded grading and earthmoving. Humans establish the target design and the study does not demonstrate autonomous initial surveying, but the planner interprets the configured terrain, chooses excavation and dump points, and the HEAP excavator autonomously completes 20-meter embankments with 0.03-0.05 meter mean error. The score excludes planting, irrigation, drainage, utilities, and finish landscaping.",0.7,calibration_draft
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",expansion-1.1-reviewed,CAN-39-5012-01,Provide and support hair and cosmetology services,scope-expansion-1.1,"Elicit client preferences, desired results, and service history; examine hair, scalp, skin, nails, facial features, wigs or hairpieces, and relevant conditions; and obtain appointment, record, product, supply, and service information.","Evaluate hair, scalp, skin, and nail condition; relate the client's features and preferences to suitable services and products; recognize contraindications or conditions requiring referral; and assess salon scheduling, supply, transaction, and staff-support needs.","Form the service, product, or referral recommendation and select cuts, styles, colors, shaping, setting, grooming, hair or limited scalp treatments, wig or hairpiece work, eyebrow or facial-hair removal, facials, skin or cosmetic guidance, nail services, methods, timing, and supporting salon actions; develop new styles or techniques where assigned.","Provide the selected hair, scalp, beard, moustache, wig, hairpiece, eyebrow, facial-hair-removal, skin, facial, cosmetic-guidance, or nail service; provide limited scalp care, apply source-stated scalp medication, and advise referral when indicated; demonstrate and sell products; sanitize tools and work areas; schedule appointments; maintain records; receive payments; manage supplies and displays; and train or supervise staff.",2026-08-19,3,3,3,3,"Stagewise frontier 3/3/3/3. Selected evidence: EVID-v07-HAIR-DYMO-ACQ, EVID-v07-HAIR-DYMO-INT, EVID-v07-HAIR-DYMO-DEC, EVID-v07-HAIR-DYMO-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
39-9011.00,Childcare Workers,expansion-2.1-initial-reviewed,CAN-39-9011-01,Provide safe daily care and developmental support for children,scope-expansion-2.1-v0.1,"Obtain guardian instructions, the child's health, allergies, routines, developmental and behavioral information, current needs and emotional state, schedule and activity requirements, medication or disability-related instructions within the task boundary, environmental conditions, and available supplies.","Assess safety and supervision needs, hunger, hygiene, rest, mobility and emotional cues, developmental readiness, behavior and learning needs, changes from the child's usual condition, and information important to guardians.","Select the care and supervision response, meals and daily routine, developmentally appropriate learning and recreation, behavior guidance, emotional support, adaptations, safety or emergency response, and guardian communication.","Continuously supervise and care for children; provide meals, hygiene, rest, mobility, comfort, learning, recreation, and behavior guidance; maintain a safe and sanitary environment; record material information; and communicate with guardians.",2026-08-20,4,4,4,4,"The autonomous personalized-learning robot supports 4/4/4/4 for a bounded developmental-learning episode. After a teacher designates the child, the robot independently elicits performance, interprets it, adapts progression and behavior, and delivers a five-minute learning interaction; a two-week school study with 59 children found improved novel-subject learning without experimenters in the room. The rating explicitly excludes continuous supervision, meals, hygiene, health, safety, emergencies, and general daily care.",0.7,calibration_draft
39-9031.00,Exercise Trainers and Group Fitness Instructors,expansion-2.1-initial-reviewed,CAN-39-9031-01,Design and deliver safe individualized fitness instruction,scope-expansion-2.1-v0.1,"Obtain participant goals, health and activity history, current physical condition and performance, movement and technique observations, injuries or soreness, preferences and constraints, equipment status, progress measures, and exercise-environment and emergency information.","Assess fitness and readiness, movement quality and exercise technique, exertion and response, progress toward goals, limitations and injury risks, suitability of equipment and activities, and whether adaptation, first aid, or referral is needed.","Select program goals, exercises, sequence, intensity and progression, equipment use, coaching cues, adaptations, monitoring plan, nutrition or lifestyle information within scope, and the response to pain, injury, or emergency conditions.","Design and deliver the exercise program; demonstrate and coach technique; supervise and adapt individual or group activity; monitor exertion and progress; provide bounded fitness and lifestyle information, first aid, or referral; and maintain equipment and readiness.",2026-08-20,4,4,4,4,"Acquire 4: EVID-v07-CAN-39-9031-01-AI_DPP-ACQ; Interpret 4: EVID-v07-CAN-39-9031-01-AI_DPP-INT; Decide 4: EVID-v07-CAN-39-9031-01-AI_DPP-DEC; Act 4: EVID-v07-CAN-39-9031-01-AI_DPP-ACT. Stagewise frontier; systems may differ. A fully automated AI-led program provides a substantive bounded assessment, personalization, coaching, and monitoring cycle with noninferior randomized outcomes. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
