release_version,occupation_soc_code,occupation_name,canonical_task_id,canonical_task_name,jurisdiction_scope,language_scope,collection_status,live_product_design_assessment_count,live_distinct_product_count,provisional_eligible_product_count,provisional_product_design_assessment_count,search_run_count,completed_source_family_count,source_families,unresolved_candidate_count,high_salience_unresolved_count,holdout_recall,cold_challenge_result,saturation_status,coverage_claim,major_limitations,next_required_work,release_mapped_product_count,release_mapped_company_count,release_product_design_assessment_count,release_numeric_design_assessment_count,release_non_numeric_design_assessment_count,release_design_pending_assessment_count,release_rated_with_ie_assessment_count,release_numeric_design_product_count,release_coded_design_product_count,release_design_coding_status,release_discovery_hit_count,release_search_run_count,release_eligible_discovery_hit_count,release_excluded_discovery_hit_count,release_duplicate_discovery_hit_count,release_unresolved_discovery_hit_count,release_pending_discovery_hit_count
working_initial_release,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",CAN-39-5012-01,Provide and support hair and cosmetology services,US first wave; separately documented foreign calibration rows may exist,English,active_search,9,8,8,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,2,2,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",8,8,8,8,0,0,0,8,8,complete_for_current_inventory,11,17,8,0,1,2,0
working_initial_release,41-2011.00,Cashiers,CAN-41-2011-01,Provide checkout and payment service,US first wave; separately documented foreign calibration rows may exist,English,active_search,5,5,6,0,10,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,2,2,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",6,6,6,6,0,0,0,6,6,complete_for_current_inventory,9,19,6,1,0,2,0
working_initial_release,41-2031.00,Retail Salespersons,CAN-41-2031-01,Sell merchandise and support customer purchases,US first wave; separately documented foreign calibration rows may exist,English,active_search,11,11,11,0,10,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,0,0,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",11,10,11,11,0,0,0,11,11,complete_for_current_inventory,11,17,11,0,0,0,0
working_initial_release,43-4051.00,Customer Service Representatives,CAN-43-4051-01,Provide and resolve customer service,US first wave; separately documented foreign calibration rows may exist,English,active_search,3,3,27,0,19,7,application_marketplace|broad_product_source|challenge_panel|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",27,26,27,27,0,0,0,27,27,complete_for_current_inventory,29,21,27,0,1,1,0
working_initial_release,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",CAN-43-6014-01,Provide coordinated office and administrative support,US first wave; separately documented foreign calibration rows may exist,English,active_search,3,3,24,0,18,5,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",24,24,24,24,0,0,0,24,24,complete_for_current_inventory,27,21,24,1,1,1,0
working_initial_release,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",CAN-45-2092-01,"Produce, harvest, and prepare crops and plants",US first wave; separately documented foreign calibration rows may exist,English,active_search,10,10,8,0,17,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|research_and_evaluation_registry|web_query_matrix,2,2,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",13,10,14,14,0,0,0,13,13,complete_for_current_inventory,12,24,8,1,1,2,0
working_initial_release,47-2111.00,Electricians,CAN-47-2111-01,"Install, maintain, and repair electrical systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,1,1,3,0,15,5,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,3,3,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,8,17,3,1,1,3,0
working_initial_release,49-3023.00,Automotive Service Technicians and Mechanics,CAN-49-3023-01,"Diagnose, maintain, and repair automotive vehicles",US first wave; separately documented foreign calibration rows may exist,English,active_search,9,9,6,0,16,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|research_and_evaluation_registry|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",13,12,15,15,0,0,0,13,13,complete_for_current_inventory,8,23,6,0,1,1,0
working_initial_release,51-4041.00,Machinists,CAN-51-4041-01,Produce precision machined parts and instruments,US first wave; separately documented foreign calibration rows may exist,English,active_search,7,6,6,0,15,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|industry_program|web_query_matrix,0,0,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",9,9,10,10,0,0,0,9,9,complete_for_current_inventory,7,22,6,0,1,0,0
working_initial_release,51-4041.00,Machinists,CAN-51-4041-02,"Build, modify, and repair machine tools or experimental assemblies",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,1,0,15,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|industry_program|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",1,1,1,1,0,0,0,1,1,complete_for_current_inventory,7,18,1,4,1,1,0
working_initial_release,53-7065.00,Stockers and Order Fillers,CAN-53-7065-01,"Receive, store, and replenish inventory",US first wave; separately documented foreign calibration rows may exist,English,active_search,11,11,11,0,10,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,0,0,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",11,11,11,11,0,0,0,11,11,complete_for_current_inventory,11,17,11,0,0,0,0
working_initial_release,53-7065.00,Stockers and Order Fillers,CAN-53-7065-02,Fill and issue customer or internal orders,US first wave; separately documented foreign calibration rows may exist,English,active_search,6,6,8,0,10,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,0,0,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",8,7,8,8,0,0,0,8,8,complete_for_current_inventory,8,17,8,0,0,0,0
working_initial_release,11-2021.00,Marketing Managers,CAN-11-2021-01,Develop and direct marketing strategy and execution,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,25,0,18,6,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",25,24,25,25,0,0,0,25,25,complete_for_current_inventory,27,18,25,0,1,1,0
working_initial_release,11-3013.00,Facilities Managers,CAN-11-3013-01,"Keep facilities safe, compliant, functional, and fit for use",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,14,0,18,6,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",14,14,14,14,0,0,0,14,14,complete_for_current_inventory,16,18,14,0,1,1,0
working_initial_release,13-1041.00,Compliance Officers,CAN-13-1041-01,"Administer licenses, permits, and eligibility determinations",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,9,0,18,6,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,2,2,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",9,9,9,9,0,0,0,9,9,complete_for_current_inventory,12,18,9,0,1,2,0
working_initial_release,13-1041.00,Compliance Officers,CAN-13-1041-02,"Monitor, investigate, and remediate regulatory compliance",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,25,0,18,6,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",25,25,25,25,0,0,0,25,25,complete_for_current_inventory,27,18,25,0,1,1,0
working_initial_release,13-1081.00,Logisticians,CAN-13-1081-01,"Design, coordinate, and improve lifecycle logistics",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,28,0,19,6,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",28,28,28,28,0,0,0,28,28,complete_for_current_inventory,30,19,28,0,1,1,0
working_initial_release,13-2051.00,Financial and Investment Analysts,CAN-13-2051-01,Evaluate investments and provide financial recommendations,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,29,0,0,0,,1,,not_completed,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,No exhaustive marketplace or provider-catalog enumeration; no blinded second-coder holdout with recall estimate; no two consecutive clean low-yield rounds; long-tail and regional variants remain open.,"Complete structured panels, identity review, design coding, independent holdout, cold challenge, and two clean low-yield rounds.",28,28,29,29,0,0,0,28,28,complete_for_current_inventory,31,3,29,0,1,1,0
working_initial_release,13-2051.00,Financial and Investment Analysts,CAN-13-2051-02,Structure and support financing and capital transactions,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,18,0,0,0,,1,,not_completed,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,No exhaustive marketplace or provider-catalog enumeration; no blinded second-coder holdout with recall estimate; no two consecutive clean low-yield rounds; long-tail and regional variants remain open.,"Complete structured panels, identity review, design coding, independent holdout, cold challenge, and two clean low-yield rounds.",18,17,18,18,0,0,0,18,18,complete_for_current_inventory,19,1,18,0,0,1,0
working_initial_release,15-1244.00,Network and Computer Systems Administrators,CAN-15-1244-01,"Operate, secure, restore, and improve networked systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,14,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",14,14,14,14,0,0,0,14,14,complete_for_current_inventory,15,7,14,0,0,1,0
working_initial_release,15-2051.00,Data Scientists,CAN-15-2051-01,Develop and deliver data-driven models and findings,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,16,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",16,16,16,16,0,0,0,16,16,complete_for_current_inventory,17,7,16,0,0,1,0
working_initial_release,17-1011.00,"Architects, Except Landscape and Naval",CAN-17-1011-01,Design and carry architectural projects through construction,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,12,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",12,12,12,12,0,0,0,12,12,complete_for_current_inventory,13,7,12,0,0,1,0
working_initial_release,17-2141.00,Mechanical Engineers,CAN-17-2141-01,"Design, validate, and sustain mechanical products and systems",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,10,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",10,10,10,10,0,0,0,10,10,complete_for_current_inventory,11,7,10,0,0,1,0
working_initial_release,19-2031.00,Chemists,CAN-19-2031-01,"Conduct chemical research and develop products, processes, and methods",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,11,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",11,11,11,11,0,0,0,11,11,complete_for_current_inventory,12,7,11,0,0,1,0
working_initial_release,19-2031.00,Chemists,CAN-19-2031-02,Verify chemical quality and troubleshoot production processes,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,8,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",8,8,8,8,0,0,0,8,8,complete_for_current_inventory,9,7,8,0,0,1,0
working_initial_release,19-3033.00,Clinical and Counseling Psychologists,CAN-19-3033-01,Assess psychological needs and provide counseling or treatment,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,16,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",15,13,15,15,0,0,0,15,15,complete_for_current_inventory,17,7,15,1,0,1,0
working_initial_release,19-3033.00,Clinical and Counseling Psychologists,CAN-19-3033-02,Develop psychological services and practitioner capability,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,5,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",5,5,5,5,0,0,0,5,5,complete_for_current_inventory,6,7,5,0,0,1,0
working_initial_release,19-3033.00,Clinical and Counseling Psychologists,CAN-19-3033-03,Prepare forensic psychological evaluations,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,5,7,2,1,0,2,0
working_initial_release,19-3033.00,Clinical and Counseling Psychologists,CAN-19-3033-04,Conduct and report applied psychological research,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,13,0,7,7,cloud_marketplace;competitor_and_integration_snowball;independent_deployment;industry_registry;open_source_repository;professional_conference;public_web_query_matrix,1,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Dynamic and authenticated catalogs were only partially accessible; English and U.S. availability scope; embedded, regional, renamed, and white-label products may be missed; no independent recall estimate.","Resolve high-salience leads, decompose major incumbent suites, enumerate accessible panel updates, run blinded holdout and cold challenge, and complete two low-yield rounds before design coding.",13,13,13,13,0,0,0,13,13,complete_for_current_inventory,14,7,13,0,0,1,0
working_initial_release,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",CAN-21-1012-01,"Assess and guide educational, career, and personal decisions",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,12,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,3,3,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",12,12,12,12,0,0,0,12,12,complete_for_current_inventory,15,6,12,0,0,3,0
working_initial_release,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",CAN-21-1012-02,Design and coordinate student and career-support programs,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,11,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",11,11,11,11,0,0,0,11,11,complete_for_current_inventory,11,6,11,0,0,0,0
working_initial_release,21-2011.00,Clergy,CAN-21-2011-01,"Lead worship, rites, and religious formation",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,10,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",10,10,10,10,0,0,0,10,10,complete_for_current_inventory,11,6,10,0,1,0,0
working_initial_release,21-2011.00,Clergy,CAN-21-2011-02,Provide pastoral and spiritual care,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,6,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",6,5,6,6,0,0,0,6,6,complete_for_current_inventory,7,6,6,0,0,1,0
working_initial_release,21-2011.00,Clergy,CAN-21-2011-03,Lead congregational operations and community programs,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",7,6,7,7,0,0,0,7,7,complete_for_current_inventory,9,6,7,0,0,2,0
working_initial_release,23-1023.00,"Judges, Magistrate Judges, and Magistrates",CAN-23-1023-01,Conduct proceedings and issue binding judicial decisions,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,7,7,broad_product_directory|broad_structured_directory|incumbent_provider_archive|industry_ecosystem|industry_landscape|official_exact_product_verification|public_sector_procurement_and_deployment,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,5,9,2,2,0,1,0
