company_id,company_name,company_name_aliases,parent_company_id,company_description,company_website_url,company_founded_date,company_founded_date_precision,headquarters_country_code,headquarters_subdivision_code,company_status,company_status_date_assessed,company_source_url,company_source_access_date,catalog_status,catalog_source_count,catalog_source_files
diagnocat,Diagnocat,,,Provider of the verified healthcare AI product Diagnocat AI in this discovery batch.,https://diagnocat.com/,,unknown,,,active,2026-08-20,https://diagnocat.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
dibiax_health_technologies,Dibiax Health Technologies,,,Provider of the verified healthcare AI product PharmaWise in this discovery batch.,https://www.dibiax.health/,,unknown,,,active,2026-08-20,https://www.dibiax.health/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
doctronic,Doctronic,,,Provider of the verified healthcare AI product Doctronic AI Primary Care in this discovery batch.,https://doctronic.health/,,unknown,,,active,2026-08-20,https://doctronic.health/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
doximity,Doximity,,,Provider of the verified healthcare AI product Doximity GPT in this discovery batch.,https://www.doximity.com/,,unknown,,,active,2026-08-20,https://www.doximity.com/docs/gpt,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
drfirst,DrFirst,,,Provider of the verified healthcare AI product MedHx with SmartSig in this discovery batch.,https://drfirst.com/,,unknown,,,active,2026-08-20,https://drfirst.com/clinical-grade-ai,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
eko_health,Eko Health,,,Provider of the verified healthcare AI product SENSORA Detection Platform in this discovery batch.,https://www.ekohealth.com/,,unknown,,,active,2026-08-20,https://www.ekohealth.com/pages/sensora,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
etiometry,Etiometry,,,Provider of the verified healthcare AI product Etiometry Platform in this discovery batch.,https://www.etiometry.com/,,unknown,,,active,2026-08-20,https://www.etiometry.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
fluent_dental,Fluent Dental,,,Provider of the verified healthcare AI product Fluent Dental Platform in this discovery batch.,https://fluent.dental/,,unknown,,,active,2026-08-20,https://fluent.dental/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
forus,Forus,,,Provider of the verified healthcare AI product Forus Medication Access Platform in this discovery batch.,https://www.forus.com/,,unknown,,,active,2026-08-20,https://www.forus.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
foundation_health,Foundation Health,,,Provider of the verified healthcare AI product Foundation Health Digital Pharmacy Platform in this discovery batch.,https://www.foundationhealth.com/,,unknown,,,active,2026-08-20,https://www.foundationhealth.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
freed,Freed,,,Provider of the verified healthcare AI product Freed in this discovery batch.,https://www.getfreed.ai/,,unknown,,,active,2026-08-20,https://www.getfreed.ai/landing/healthcare-organizations,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
glass_health,Glass Health,,,Provider of the verified healthcare AI product Glass in this discovery batch.,https://glass.health/,,unknown,,,active,2026-08-20,https://glass.health/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
heidi_health,Heidi Health,,,Provider of the verified healthcare AI product Heidi in this discovery batch.,https://www.heidihealth.com/,,unknown,,,active,2026-08-20,https://www.heidihealth.com/en-us,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
hinge_health,Hinge Health,,,Provider of the verified healthcare AI product Hinge Health Digital MSK Clinic with TrueMotion in this discovery batch.,https://www.hingehealth.com/,,unknown,,,active,2026-08-20,https://www.hingehealth.com/product/precision-motion-technology/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
hippocratic_ai,Hippocratic AI,,,Provider of the verified healthcare AI product Hippocratic AI Nurse Co-Pilot in this discovery batch.,https://hippocraticai.com/,,unknown,,,active,2026-08-20,https://hippocraticai.com/new-products/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
infermedica,Infermedica,,,Provider of the verified healthcare AI product Infermedica Triage in this discovery batch.,https://infermedica.com/,,unknown,,,active,2026-08-20,https://infermedica.com/product/symptom-checker,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
k_health,K Health,,,Provider of the verified healthcare AI product K Health AI-Enabled Care Platform in this discovery batch.,https://khealth.com/,,unknown,,,active,2026-08-20,https://khealth.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
kaia_health,Kaia Health,,,Provider of the verified healthcare AI product Kaia Health MSK with Motion Coach in this discovery batch.,https://kaiahealth.com/,,unknown,,,active,2026-08-20,https://kaiahealth.com/motion-coach/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
kinetisense,Kinetisense,,,Provider of the verified healthcare AI product Kinetisense 360 AI in this discovery batch.,https://kinetisense.com/,,unknown,,,active,2026-08-20,https://kinetisense.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
laudio,Laudio,,,Provider of the verified healthcare AI product Laudio in this discovery batch.,https://www.laudio.com/,,unknown,,,active,2026-08-20,https://www.laudio.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
medaware,MedAware,,,Provider of the verified healthcare AI product MedAware Medication Safety Platform in this discovery batch.,https://www.medaware.com/,,unknown,,,active,2026-08-20,https://www.medaware.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
medbridge,Medbridge,,,Provider of the verified healthcare AI product Medbridge Care in this discovery batch.,https://www.medbridge.com/,,unknown,,,active,2026-08-20,https://www.medbridge.com/care,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
medisafe,Medisafe,,,Provider of the verified healthcare AI product Medisafe Connected Health Platform in this discovery batch.,https://www.medisafe.com/,,unknown,,,active,2026-08-20,https://www.medisafe.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
nabla,Nabla,,,Provider of the verified healthcare AI product Nabla in this discovery batch.,https://www.nabla.com/,,unknown,,,active,2026-08-20,https://www.nabla.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
onestep,OneStep,,,Provider of the verified healthcare AI product OneStep in this discovery batch.,https://www.onestep.co/,,unknown,,,active,2026-08-20,https://www.onestep.co/product,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
openevidence,OpenEvidence,,,Provider of the verified healthcare AI product OpenEvidence in this discovery batch.,https://www.openevidence.com/,,unknown,,,active,2026-08-20,https://www.openevidence.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
overjet,Overjet,,,Provider of the verified healthcare AI product Overjet Vision AI in this discovery batch.,https://www.overjet.com/,,unknown,,,active,2026-08-20,https://www.overjet.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
pearl,Pearl,,,Provider of the verified healthcare AI product Second Opinion in this discovery batch.,https://www.hellopearl.com/,,unknown,,,active,2026-08-20,https://www.hellopearl.com/products/second-opinion,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
pharmesol,Pharmesol,,,Provider of the verified healthcare AI product Pharmesol AI Pharmacy Agent in this discovery batch.,https://pharmesol.com/,,unknown,,,active,2026-08-20,https://pharmesol.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
proclaim_health,Proclaim Health,,,Provider of the verified healthcare AI product Proclaim Health Oral Systemic Platform in this discovery batch.,https://proclaimhealth.com/,,unknown,,,active,2026-08-20,https://proclaimhealth.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
qventus,Qventus,,,Provider of the verified healthcare AI product Qventus Inpatient Capacity Solution in this discovery batch.,https://www.qventus.com/,,unknown,,,active,2026-08-20,https://www.qventus.com/solutions/discharge-planning/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
somatic_health,Somatic Health,,,Provider of the verified healthcare AI product Somatic App in this discovery batch.,https://www.somatichealth.com/,,unknown,,,active,2026-08-20,https://www.somatichealth.com/products/somatic-app,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
stryker,Stryker,,,Provider of the verified healthcare AI product care.ai Ambient Monitoring in this discovery batch.,https://www.stryker.com/,,unknown,,,active,2026-08-20,https://www.stryker.com/us/en/smart-care/products/ambient-monitoring.html,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
suki,Suki,,,Provider of the verified healthcare AI product Suki Assistant in this discovery batch.,https://www.suki.ai/,,unknown,,,active,2026-08-20,https://www.suki.ai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
sword_health,Sword Health,,,Provider of the verified healthcare AI product Sword Thrive in this discovery batch.,https://swordhealth.com/,,unknown,,,active,2026-08-20,https://swordhealth.com/ai,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
truentity_health,Truentity Health,,,Provider of the verified healthcare AI product Aora in this discovery batch.,https://truentity.health/,,unknown,,,active,2026-08-20,https://truentity.health/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
tytocare,TytoCare,,,Provider of the verified healthcare AI product TytoCare Platform with Tyto Insights in this discovery batch.,https://support.tytocare.com/,,unknown,,,active,2026-08-20,https://support.tytocare.com/knowledgebase/article/KA-01274/en-us/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
velmeni,VELMENI,,,Provider of the verified healthcare AI product VELMENI for DENTISTS 2D in this discovery batch.,https://www.velmeni.ai/,,unknown,,,active,2026-08-20,https://www.velmeni.ai/products/v2d,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
videahealth,VideaHealth,,,Provider of the verified healthcare AI product VideaAI Clinical Assist in this discovery batch.,https://www.videa.ai/,,unknown,,,active,2026-08-20,https://www.videa.ai/clinical-assist,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
virtual_dental_care,Virtual Dental Care,,,Provider of the verified healthcare AI product Dental.com Smart Scan in this discovery batch.,https://dental.com/,,unknown,,,active,2026-08-20,https://dental.com/smart-scan,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/professional_batch_v0_2/company_general_info_staging_v0_2.csv
aeye_health,AEYE Health,,,Provider of the verified healthcare AI product AEYE-DS.,https://www.aeyehealth.com/,,unknown,,,active,2026-08-20,https://www.aeyehealth.com/diagnostic-screening,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
aloe_care_health,Aloe Care Health,,,Provider of the verified healthcare AI product Aloe Care Health Platform.,https://solutions.aloecare.com/,,unknown,,,active,2026-08-20,https://solutions.aloecare.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
artera,Artera,,,Provider of the verified healthcare AI product Artera AI Agents.,https://artera.io/,,unknown,,,active,2026-08-20,https://artera.io/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
assort_health,Assort Health,,,Provider of the verified healthcare AI product Assort AI Agents.,https://www.assorthealth.com/,,unknown,,,active,2026-08-20,https://www.assorthealth.com/health-systems,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
august_health,August Health,,,Provider of the verified healthcare AI product August Intelligence.,https://www.augusthealth.com/,,unknown,,,active,2026-08-20,https://www.augusthealth.com/august-intelligence,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
born,Born,,,Provider of the verified healthcare AI product Born.,https://www.born.care/,,unknown,,,active,2026-08-20,https://www.born.care/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
care_coach,care.coach,,,Provider of the verified healthcare AI product care.coach Avatar.,https://www.care.coach/,,unknown,,,active,2026-08-20,https://www.care.coach/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
care_daily,Care Daily,,,Provider of the verified healthcare AI product AmbientOS.,https://www.caredaily.ai/,,unknown,,,active,2026-08-20,https://www.caredaily.ai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
careswift,CareSwift,,,Provider of the verified healthcare AI product CareSwift.,https://careswift.ai/,,unknown,,,active,2026-08-20,https://careswift.ai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
carethink,Carethink,,,Provider of the verified healthcare AI product Carethink.,https://www.carethink.com/,,unknown,,,active,2026-08-20,https://www.carethink.com/product,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
cherish_health,Cherish Health,,,Provider of the verified healthcare AI product Serenity.,https://www.cherishhealth.com/,,unknown,,,active,2026-08-20,https://www.cherishhealth.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
clearstep,Clearstep,,,Provider of the verified healthcare AI product Clearstep Platform.,https://www.clearstep.health/,,unknown,,,active,2026-08-20,https://www.clearstep.health/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
digital_diagnostics,Digital Diagnostics,,,Provider of the verified healthcare AI product LumineticsCore.,https://www.digitaldiagnostics.com/,,unknown,,,active,2026-08-20,https://www.digitaldiagnostics.com/products/eye-disease/lumineticscore/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
echonous,EchoNous,,,Provider of the verified healthcare AI product Kosmos Ultrasound with Kosmos AI.,https://echonous.com/,,unknown,,,active,2026-08-20,https://echonous.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
eclinicalworks,eClinicalWorks,,,Provider of the verified healthcare AI product healow Genie.,https://genie.healow.com/,,unknown,,,active,2026-08-20,https://genie.healow.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
eliseai,EliseAI,,,Provider of the verified healthcare AI product HealthAI VoiceAI.,https://eliseai.com/,,unknown,,,active,2026-08-20,https://eliseai.com/health/voiceai,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
essence_smartcare,Essence SmartCare,,,Provider of the verified healthcare AI product Care@Home PRO.,https://www.essencesmartcare.com/,,unknown,,,active,2026-08-20,https://www.essencesmartcare.com/solutions/ai-powered-telecare-solutions/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
exo,Exo,,,Provider of the verified healthcare AI product Exo Iris.,https://www.exo.inc/,,unknown,,,active,2026-08-20,https://www.exo.inc/iris,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
eyenuk,Eyenuk,,,Provider of the verified healthcare AI product EyeArt AI System.,https://www.eyenuk.com/,,unknown,,,active,2026-08-20,https://www.eyenuk.com/wp-content/uploads/2021/09/MKT-0031-01-EN-US-EyeArt-Brochure.pdf,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
fabric,Fabric,,,Provider of the verified healthcare AI product Fabric Intake & Registration.,https://www.fabrichealth.com/,,unknown,,,active,2026-08-20,https://www.fabrichealth.com/intake-registration,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
healthy_io,Healthy.io,,,Provider of the verified healthcare AI product Minuteful for Wound.,https://lp.healthy.io/,,unknown,,,active,2026-08-20,https://lp.healthy.io/onboarding-training/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
helpany,Helpany,,,Provider of the verified healthcare AI product PAUL.,https://helpany.com/,,unknown,,,active,2026-08-20,https://helpany.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
hyro,Hyro,,,Provider of the verified healthcare AI product Hyro Healthcare Conversational AI.,https://www.hyro.ai/,,unknown,,,active,2026-08-20,https://www.hyro.ai/industries/healthcare,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
infinitus,Infinitus,,,Provider of the verified healthcare AI product Infinitus AI Agents.,https://www.infinitus.ai/,,unknown,,,active,2026-08-20,https://www.infinitus.ai/product/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
inspiren,Inspiren,,,Provider of the verified healthcare AI product Inspiren Ecosystem.,https://www.inspiren.com/,,unknown,,,active,2026-08-20,https://www.inspiren.com/ecosystem,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
korta_health,Korta Health,,,Provider of the verified healthcare AI product Korta Health EMS Platform.,https://kortahealth.com/,,unknown,,,active,2026-08-20,https://kortahealth.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
kubocare,KuboCare,,,Provider of the verified healthcare AI product KuboCare Ambient AI Platform.,https://www.kubocare.com/,,unknown,,,active,2026-08-20,https://www.kubocare.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
luma_health,Luma Health,,,Provider of the verified healthcare AI product Luma Operational AI.,https://www.lumahealth.io/,,unknown,,,active,2026-08-20,https://www.lumahealth.io/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
metropcr,MetroPCR,,,Provider of the verified healthcare AI product MetroPCR.,https://www.metropcr.com/,,unknown,,,active,2026-08-20,https://www.metropcr.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
my_ems_narrative,My EMS Narrative,,,Provider of the verified healthcare AI product My EMS Narrative.,https://myemsnarrative.com/,,unknown,,,active,2026-08-20,https://myemsnarrative.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
notable,Notable,,,Provider of the verified healthcare AI product Notable AI Platform.,https://assets-global.website-files.com/,,unknown,,,active,2026-08-20,https://assets-global.website-files.com/628b58b14c93b92656929a99/6613ecbae69857d6c58eaa04_Notable_OverviewBrochure.pdf,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
parakeet_health,Parakeet Health,,,Provider of the verified healthcare AI product Parakeet Health Patient Access Platform.,https://parakeethealth.com/,,unknown,,,active,2026-08-20,https://parakeethealth.com/solutions,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
phreesia,Phreesia,,,Provider of the verified healthcare AI product Phreesia VoiceAI.,https://www.phreesia.com/,,unknown,,,active,2026-08-20,https://www.phreesia.com/voiceai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
pointclickcare,PointClickCare,,,Provider of the verified healthcare AI product Chart Advisor.,https://pointclickcare.com/,,unknown,,,active,2026-08-20,https://pointclickcare.com/products/chart-advisor/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
rapidsos,RapidSOS,,,Provider of the verified healthcare AI product RapidSOS Platform with Harmony AI.,https://rapidsos.com/,,unknown,,,active,2026-08-20,https://rapidsos.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
referralmd,ReferralMD,,,Provider of the verified healthcare AI product AI Patient Intake & Registration.,https://getreferralmd.com/,,unknown,,,active,2026-08-20,https://getreferralmd.com/solutions/patient-intake/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
relatient,Relatient,,,Provider of the verified healthcare AI product Dash Voice AI.,https://www.relatient.com/,,unknown,,,active,2026-08-20,https://www.relatient.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
scope_health,Scope Health,,,Provider of the verified healthcare AI product Patient Access Operating System.,https://scopehealth.com/,,unknown,,,active,2026-08-20,https://scopehealth.com/access,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
solum_health,Solum Health,,,Provider of the verified healthcare AI product Annie.,https://getsolum.com/,,unknown,,,active,2026-08-20,https://getsolum.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
station_erp,Station ERP,,,Provider of the verified healthcare AI product Station ERP with PreChart AI.,https://trystationerp.com/,,unknown,,,active,2026-08-20,https://trystationerp.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
sully_ai,Sully.ai,,,Provider of the verified healthcare AI product Sully AI Receptionist.,https://www.sully.ai/,,unknown,,,active,2026-08-20,https://www.sully.ai/agents/receptionist,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
tend,Tend,,,Provider of the verified healthcare AI product Tend Intelligence.,https://www.gettend.ai/,,unknown,,,active,2026-08-20,https://www.gettend.ai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
ultaura,Ultaura,,,Provider of the verified healthcare AI product Ultaura AI Voice Companion.,https://www.ultaura.com/,,unknown,,,active,2026-08-20,https://www.ultaura.com/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
vital_voice,Vital Voice,,,Provider of the verified healthcare AI product Vital Voice.,https://www.vitalvoice.ai/,,unknown,,,active,2026-08-20,https://www.vitalvoice.ai/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
voxela,Voxela,,,Provider of the verified healthcare AI product VCare.,https://www.voxela.ai/,,unknown,,,active,2026-08-20,https://www.voxela.ai/vcare/,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
zemplee,Zemplee,,,Provider of the verified healthcare AI product Zemplee CareSuite.,https://zemplee.com/,,unknown,,,active,2026-08-20,https://zemplee.com/products/caresuite,2026-08-20,verified_lower_bound_not_saturated,1,research_staging/healthcare_product_census/care_support_batch_v0_2/company_general_info_staging_v0_2.csv
hp,HP,,,"Technology company providing personal computing, printing, 3D-printing, and related hardware, software, and services.",https://www.hp.com/,1939-01-01,exact,US,US-CA,active,2026-08-19,https://www.hp.com/hpinfo/abouthp/histnfacts/timeline/hist_30s.html,2026-08-19,live_calibration,1,research_staging/live_snapshot_20260820/company_general_info.csv
intercom,Intercom,,,Intercom is the provider of one or more verified first-wave AI products in this professional-occupations discovery batch.,https://www.intercom.com/,,unknown,US,,active,2026-08-19,https://www.intercom.com/blog/fin-ai-bot-customer-service/,2026-08-19,live_calibration,1,research_staging/live_snapshot_20260820/company_general_info.csv
intuit,Intuit,,,"Financial technology company providing consumer and small-business products including TurboTax, Credit Karma, QuickBooks, and Mailchimp.",https://www.intuit.com/,1983-01-01,year,US,US-CA,active,2026-08-19,https://www.intuit.com/company/,2026-08-19,live_calibration,1,research_staging/live_snapshot_20260820/company_general_info.csv
intuition_robotics,Intuition Robotics,,,"Intuition Robotics provides ElliQ, an AI companion designed for older adults.",https://elliq.com/,,unknown,,,active,2026-08-19,https://blog.elliq.com/elliq3,2026-08-19,live_calibration,1,research_staging/live_snapshot_20260820/company_general_info.csv
ironclad,Ironclad,,,Ironclad is the provider of one or more verified first-wave AI products in this professional-occupations discovery batch.,https://ironcladapp.com/,,unknown,US,,active,2026-08-19,https://www.prnewswire.com/news-releases/ironclad-launches-ai-assist-the-first-gpt-4-powered-contract-negotiation-tool-301794685.html,2026-08-19,live_calibration,1,research_staging/live_snapshot_20260820/company_general_info.csv
